MonsterID	MonsterName	MonsterNameJP	Rarity	AttributeOne	MaxLevel	NumOfAwokenSkills
491	Flame Deity, Falcon Horus	炎隼神・ホルス	6	1	99	4	
492	Isis	イシス	5	2	50	0	
493	Water Deity, Holy Isis	聖海神・イシス	6	2	99	4	
494	Bastet	バステト	5	3	50	0	
495	Love Deity, Feline Bastet	愛猫神・バステト	6	3	99	4	
496	Ra	ラー	5	4	50	0	
497	Sun Deity Ra	太陽神・ラー	6	4	99	4	
498	Anubis	アヌビス	5	5	50	0	
499	Hell Deity, Jackal Anubis	冥狼神・アヌビス	6	5	99	4	
500	Princess Punt	ケリ姫	4	4	50	0	
501	Anne Punt Quettebuss	アン・パント・ケットバス	5	4	99	2	
502	Dinocorn	ガウガウ	4	1	35	0	
503	Dinocorn King	草原の主・ガウガウキング	5	1	99	2	
504	Baby Seal	アザラシくん	3	2	25	0	
505	Mr. Walrus	セイウチさん	4	2	70	2	
506	Jelly's Angel	ゼリーエンジェル	3	3	25	0	
507	The Jelly's Angels	ザ・ゼリーエンジェルズ	4	3	70	2	
508	Balloon Penguin	バルーンペンペン	3	4	25	0	
509	Kite Penguin	カイトペンペン	4	4	70	2	
510	Goggler	ギョロリ	3	5	25	0	
511	Devil Eye	デイビルアイ	4	5	70	2	
512	Red Giant Gigas	剛腕の巨人・ギガンテス	5	1	99	3	
513	King Siegfried, Blue Champion	蒼覇王・カイゼルジークフリート	6	2	99	3	
514	More Cu Chulainn, the Hero	大英雄・モアクーフーリン	6	3	99	3	
515	Princess Valkyrie	戦乙女・プリンセスヴァルキリー	6	4	99	3	
516	Duke Vampire Lord	魔王・ヴァンパイアロード	5	5	99	3	
517	Present Egg	プレゼントＢＯＸ	4	4	15	0	
518	Present Egg	プレゼントＢＯＸ	4	4	15	0	
519	Present Egg	プレゼントＢＯＸ	4	4	15	0	
520	Snow Globe Dragon Rouge	ノエルドラゴン・ルージュ	5	1	50	0	
521	Snow Globe Dragon Bleu	ノエルドラゴン・ブルー	5	2	50	0	
522	Snow Globe Dragon Vert	ノエルドラゴン・ヴェール	5	3	50	0	
523	Red Moltdra	アカムギドラ	2	1	10	0	
524	Blue Moltdra	アオムギドラ	2	2	10	0	
525	Green Moltdra	ミドムギドラ	2	3	10	0	
540	Fire Samurai Dragon, Shingen	風林火山龍・シンゲン	6	1	99	2	
541	Water Samurai Dragon, Kenshin	毘沙門龍・ケンシン	6	2	99	2	
542	Wood Samurai Dragon, Masamune	独眼竜・マサムネ	6	3	99	2	
543	Light Samurai Dragon, Hideyoshi	太閤龍・ヒデヨシ	6	4	99	2	
544	Dark Samurai Dragon, Nobunaga	第六天魔龍・ノブナガ	6	5	99	2	
545	Low Fire Ninja	火の下忍	2	1	15	0	
546	Mid Fire Ninja	火の中忍	3	1	50	0	
547	Low Water Ninja	水の下忍	2	2	15	0	
548	Mid Water Ninja	水の中忍	3	2	50	0	
549	Low Wood Ninja	木の下忍	2	3	15	0	
550	Mid Wood Ninja	木の中忍	3	3	50	0	
551	Low Light Ninja	光の下忍	2	4	15	0	
552	Mid Light Ninja	光の中忍	3	4	50	0	
553	Low Dark Ninja	闇の下忍	2	5	15	0	
554	Mid Dark Ninja	闇の中忍	3	5	50	0	
555	Mochizuki Chiyome	望月千代女	5	1	50	0	
556	Flame Shrine Maiden, Chiyome	紅焔の巫女・望月千代女	6	1	99	4	
557	Hatsume no Tsubone	初芽局	5	2	50	0	
558	Blue Wind Ninja, Hatsume	蒼扇の夜叉・初芽局	6	2	99	4	
559	Sarutobi Sasuke	猿飛佐助	5	3	50	0	
560	Wind Prodigy, Sasuke	旋風の神童・猿飛佐助	6	3	99	4	
561	Fuma Kotaro	風魔小太郎	5	4	50	0	
562	Lightning Storm, Fuma Kotaro	雷角の頭領・風魔小太郎	6	4	99	4	
563	Hattori Hanzo	服部半蔵	5	5	50	0	
564	High Dark Ninja, Hanzo	朧夜の闇忍・服部半蔵	6	5	99	4	
565	Ishikawa Goemon	石川五右衛門	6	1	50	0	
566	Goemon, the Thief	天下の大泥棒・石川五右衛門	7	1	99	3	
567	Ares	アレス	5	1	50	0	
568	War Deity Ares	戦軍神・アレス	6	1	99	4	
569	Hermes	ヘルメス	5	2	50	0	
570	Commerce Deity Hermes	商業神・ヘルメス	6	2	99	4	
571	Artemis	アルテミス	5	3	50	0	
572	Hunting Deity Artemis	狩猟神・アルテミス	6	3	99	4	
573	Apollo	アポロン	5	4	50	0	
574	Solar Deity Apollo	光明神・アポロン	6	4	99	4	
575	Persephone	ペルセポネ	5	5	50	0	
576	Hell Queen Persephone	冥府神・ペルセポネ	6	5	99	4	
577	Gold Moltdra	キンムギドラ	2	4	10	0	
578	Black Moltdra	クロムギドラ	2	5	10	0	
579	Will-O'-Wisp	ウィルオーウィスプ	1	1	15	0	
580	Flame Spirit Will-O'-Wisp	焔の霊魂・ウィルオーウィスプ	2	1	50	0	
581	Kelpie	ケルピー	1	2	15	0	
582	Water Horse Kelpie	湖の幻馬・ケルピー	2	2	50	0	
583	Treant	トレント	1	3	15	0	
584	Wood Sage Treant	森の賢人・トレント	2	3	50	0	
585	Pixie	ピクシー	1	4	15	0	
586	Light Sprite Pixie	光の妖精・ピクシー	2	4	50	0	
587	Werewolf	ワーウルフ	1	5	15	0	
588	Midnight Beast Werewolf	月夜の魔人・ワーウルフ	2	5	50	0	
593	Angeling	エンジェリング	4	1	1	0	
594	Archangeling	アークエンジェリング	4	2	1	0	
595	Deviling	デビルリング	4	5	1	0	
596	Hera-Is	ヘラ・イース	6	2	50	0	
597	Awoken Hera-Is	覚醒ヘラ・イース	7	2	99	3	
598	Hera-Ur	ヘラ・ウルズ	6	1	50	0	
599	Awoken Hera-Ur	覚醒ヘラ・ウルズ	7	1	99	3	
600	Shiny Pengdra	ピカペンドラ	2	4	10	0	
601	Topaz Pengdra	トパペンドラ	3	4	1	0	
602	Dark Pengdra	ヤミペンドラ	2	5	10	0	
603	Amethyst Pengdra	アメペンドラ	3	5	1	0	
604	Mechadon	メカドン	3	1	1	0	
605	Taiko Master! Don-chan	太鼓の達人！どんちゃん	4	4	70	0	
606	Taiko God Don-chan	太鼓神どんちゃん	5	4	99	2	
607	Atsui-san	あついさん	3	1	25	0	
608	Merari! Atsui-san	メラリ！ あついさん	4	1	70	2	
609	White-san	ホワイトさん	3	2	25	0	
610	Uttorin White-san	うっとり～ん ホワイトさん	4	2	70	2	
611	Kapibara-san	カピバラさん	4	3	35	0	
612	Nobon Kapibara-san	のぼ～ん カピバラさん	5	3	99	2	
613	Hidamari-san	ひだまりさん	3	4	25	0	
614	Furawan Hidamari-san	ふらわ～ん ひだまりさん	4	4	70	2	
615	Regent-kun	リーゼントくん	3	5	25	0	
616	Bun Bun Regent-kun	ブンブン リーゼントくん	4	5	70	2	
617	Super King Ruby Dragon	超キングルビードラゴン	6	1	1	0	
618	Super King Sapphire Dragon	超キングサファイアドラゴン	6	2	1	0	
619	Super King Emerald Dragon	超キングエメラルドドラゴン	6	3	1	0	
620	Archangel Uriel	大天使・ウリエル	5	1	50	0	
621	Fire Dominion Uriel	神炎の熾天使・ウリエル	6	1	99	4	
622	Archangel Gabriel	大天使・ガブリエル	5	2	50	0	
623	Water Dominion Gabriel	神託の大天使・ガブリエル	6	2	99	4	
624	Archangel Michael	大天使・ミカエル	5	3	50	0	
625	Wood Dominion Michael	護法の大天使・ミカエル	6	3	99	4	
626	Archangel Raphael	大天使・ラファエル	5	4	50	0	
627	Light Dominion Raphael	神癒の大天使・ラファエル	6	4	99	4	
628	Archangel Lucifer	大天使・ルシファー	5	5	50	0	
629	Seraph of Dawn Lucifer	黎明の熾天使・ルシファー	6	5	99	4	
630	Belial	魔神・ベリアル	5	1	50	0	
631	Flame Archdemon Belial	邪炎の魔神将・ベリアル	6	1	99	4	
632	Amon	魔神・アモン	5	2	50	0	
633	Blizzard Archdemon Amon	義侠の魔神将・アモン	6	2	99	4	
634	Astaroth	魔神・アスタロト	5	3	50	0	
635	Wind Archdemon Astaroth	予見の魔神将・アスタロト	6	3	99	4	
636	Baal	魔神・バアル	5	4	50	0	
637	Lightning Archdemon Baal	閃剣の魔神将・バアル	6	4	99	4	
638	Fallen Angel Lucifer	堕天使・ルシファー	5	5	50	0	
639	Dark Archdemon Lucifer	逆心の神魔王・ルシファー	6	5	99	4	
640	Archangel Metatron	代行者・メタトロン	5	4	50	0	
641	Voice of God, Metatron	神輝の代行者・メタトロン	6	4	99	5	
642	Dark Angel Metatron	執行者・メタトロン	6	5	50	0	
643	Hand of the Dark God, Metatron	神魔の執行者・メタトロン	7	5	99	6	
644	Beelzebub	魔皇子・ベルゼブブ	6	5	50	0	
645	Archdemon Beelzebub	奈落の狂皇子・ベルゼブブ	7	5	99	3	
646	Satan	大魔王・サタン	6	5	50	0	
647	Satan, King of the Underworld	災禍の魔神王・サタン	7	5	99	3	
648	Athena	アテナ	6	4	50	0	
649	Awoken Athena	覚醒アテナ	7	4	99	3	
650	Zeus-Dios	ゼウス・ディオス	6	3	50	0	
651	Awoken Zeus-Dios	覚醒ゼウス・ディオス	7	3	99	3	
652	Freyr, the Blazing Swordsman	焔剣の勝利神・フレイ	7	1	99	6	
653	Idunn&Idunna, the Twin Archers	蒼穹の双星神・イズン＆イズーナ	7	2	99	6	
654	Freyja, the Fertility Goddess	緑聖の豊麗神・フレイヤ	7	3	99	6	
655	Thor, the Wielder of Mjolnir	雷槌の金剛神・トール	7	4	99	6	
656	Loki, the Finisher	終焉の狡知神・ロキ	7	5	99	6	
657	Holy Thunderdragon Indra	天頂の雷霆龍・インドラ	7	4	99	6	
658	Evil Darkdragon Vritra	深潭の暗黒龍・ヴリトラ	7	5	99	6	
659	Puzzdroid	パズドロイド	4	3	35	0	
660	Droidragon	ドロイドラゴン	5	3	99	9	
661	Chaos Blizzard Dragon	カオスブリザードドラゴン	5	2	99	3	
662	Cathy Crazy	キャシー・クレイジー	3	5	25	0	
663	Romantic★Cathy	ロマンティック★キャシー	4	5	70	2	
664	Ukai Magoroku	鵜飼孫六	3	2	25	0	
665	Blue Ninja, Ukai Magoroku	蒼翼忍者・鵜飼孫六	4	2	70	2	
666	ECO Tiny Alma	ECO・タイニー・アルマ	5	4	99	2	
667	ECO Dumpty	ECO・ダンプティー	4	5	70	0	
668	ECO Dumpty Alma	ECO・ダンプティー・アルマ	5	5	99	2	
669	Joker	ジョーカー	4	5	50	0	
670	Joker+A. Blossom	ジョーカー＋Aブロッサム	5	5	99	2	
671	Catwoman	キャットウーマン	4	1	50	0	
672	Catwoman+C. Claw	キャットウーマン＋Cクロー	5	1	99	3	
673	Robin	ロビン	4	3	50	0	
674	Robin+E. Stick	ロビン＋Eスティック	5	3	99	3	
675	Batman+S. Gloves	バットマン＋Sグローブ	5	5	50	0	
676	Batman+S. Gloves Act	バットマン＋SグローブAct	6	5	99	4	
677	Batman+Batarang	バットマン＋バットラング	4	5	50	0	
678	Batman+Remote Claw	バットマン＋遠隔クロー	5	5	99	8	
679	Batman+Batwing	バットマン＋バットウィング	5	5	50	0	
680	Batman+BW Attack	バットマン＋BWアタック	6	5	99	4	
681	Manekimewdra	マネキニャドラ	3	4	1	0	
682	Heavy Metal Dragon	ヘビーメタルドラゴン	6	5	50	0	
683	Dragon Lord Zaerog	龍王・ゼローグ	7	5	99	3	
684	King Flamie	キングホノりん	3	1	50	2	
685	King Bubblie	キングアワりん	3	2	50	2	
686	King Woodsie	キングモリりん	3	3	50	2	
687	King Shynee	キングヒカりん	3	4	50	2	
688	King Baddie	キングワルりん	3	5	50	2	
689	Rowdy Red Samurai Goblin	荒武者・レッドゴブリン	3	1	70	2	
690	Marine Spec Ops Goblin	突撃兵・マリンゴブリン	3	2	70	2	
691	Heavy Infantry Hobgoblin	重戦士・ホブゴブリン	3	3	70	2	
692	Earth-Rending Emperor, Siegfried	破龍皇帝・グランドジークフリート	7	2	99	3	
693	Noble Wolf King Hero, Cu Chulainn	王狼英雄・ノーブルクーフーリン	7	3	99	3	
694	Warrior Rose, Graceful Valkyrie	薔薇戦姫・グレイスヴァルキリー	7	4	99	3	
695	Asuka&Eva Unit-02	アスカ＆エヴァ2号機	4	1	50	0	
696	Asuka&Upgraded Eva Unit-02	アスカ＆エヴァ改2号機	5	1	99	3	
697	Shinji&Eva Unit-01	シンジ＆エヴァ初号機	4	2	50	0	
698	Awoken Shinji&Eva Unit-01	シンジ＆エヴァ初号機・覚醒	5	2	99	3	
699	Mari&Eva Provisional Unit-05	マリ＆エヴァ仮設5号機	4	3	50	0	
700	Mari&Eva Unit-08	マリ＆エヴァ8号機	5	3	99	3	
701	Rei&Eva Unit-00	レイ＆エヴァ零号機	4	4	50	0	
702	Rei&Eva Unit-00, Suicide ATK Mode	レイ＆エヴァ零号機・特攻	5	4	99	3	
703	Kaworu&Mark06, Under Construction	カヲル＆Mark.06・建造中	4	5	50	0	
704	Kaworu&Mark.06	カヲル＆Mark.06	5	5	99	3	
705	Shinji&Kaworu&Unit-13	シンジ＆カヲル＆第13号機	5	2	50	0	
706	Awoken Shinji&Kaworu&Unit-13	シンジ＆カヲル＆第13号機・覚醒	6	2	99	4	
707	The Fifth Angel	第5の使徒	3	1	25	0	
708	The Fifth Angel - Assault Mode	第5の使徒・戦闘形態	4	1	70	2	
709	The Sixth Angel	第6の使徒	3	4	25	0	
710	The Sixth Angel - Assault Mode	第6の使徒・戦闘形態	4	4	70	2	
711	The Tenth Angel	第10の使徒	5	5	50	0	
712	The Tenth Angel - Assault Mode	第10の使徒・戦闘形態	6	5	99	2	
713	The Fourth Angel	第4の使徒	3	5	25	0	
714	The Fourth Angel - Assault Mode	第4の使徒・戦闘形態	4	5	70	2	
715	Blazing King Apollo	灼炎王アポロ	6	1	99	2	
716	Awoken Light Dragon King Saiga	完全覚醒・光龍王サイガ	7	3	99	2	
717	Neneko	ねねこ	2	2	30	0	
718	Hamahime	はまひめ	2	5	30	0	
719	Green Skydragon Elysium	翠天龍・エリュシオン	6	3	99	2	
720	CoC Barbarian	CoC・バーバリアン	3	4	25	0	
721	CoC Rage Barbarian	CoC・レイジバーバリアン	4	4	70	2	
722	CoC Archer	CoC・アーチャー	3	1	25	0	
723	CoC Flame Archer	CoC・フレイムアーチャー	4	1	70	2	
724	CoC Goblin	CoC・ゴブリン	3	3	25	0	
725	CoC Forest Goblin	CoC・フォレストゴブリン	4	3	70	2	
726	CoC Healer	CoC・ヒーラー	3	4	25	0	
727	CoC Glorious Healer	CoC・グロリアスヒーラー	4	4	70	2	
728	CoC Dragon	CoC・ドラゴン	4	1	50	0	
729	CoC Crimson Dragon	CoC・クリムゾンドラゴン	5	1	99	2	
730	CoC P.E.K.K.A	CoC・P.E.K.K.A	5	5	50	0	
731	CoC Nightmare P.E.K.K.A	CoC・ナイトメアP.E.K.K.A	6	5	99	2	
737	Scarlet Stone Dragon, Vermilionyt	緋石龍・ヒヒイロカネ	5	1	99	2	
738	Blue Stone Dragon, Mythril	蒼石龍・ミスリル	5	2	99	2	
739	Green Stone Dragon, Adamant	翠石龍・アダマント	5	3	99	2	
740	Rainbow Stone Dragon, Orichalcum	虹石龍・オリハルコン	5	4	99	2	
741	Purple Stone Dragon, Damascus	紫石龍・ダマスカス	5	5	99	2	
742	Draggie	ドラりん	2	3	30	0	
743	Draggie Knight	ドラりんナイト	3	3	50	0	
744	Ancient Draggie Knight	エンシェントドラりんナイト	4	3	70	2	
745	Incarnation of Suzaku, Leilan	朱雀の化身・レイラン	5	1	50	0	
746	Heavenly Guide Suzaku, Leilan	天導の朱雀・レイラン	6	1	99	4	
747	Incarnation of Seiryuu, Karin	青龍の化身・カリン	5	2	50	0	
748	Guardian of Life Seiryuu, Karin	命護の青龍・カリン	6	2	99	4	
749	Incarnation of Genbu, Meimei	玄武の化身・メイメイ	5	3	50	0	
750	Tortoise Mountain Genbu, Meimei	地鎮の玄武・メイメイ	6	3	99	4	
751	Incarnation of Kirin, Sakuya	麒麟の化身・サクヤ	5	4	50	0	
752	Kirin of the Aurora, Sakuya	極光の麒麟・サクヤ	6	4	99	4	
753	Incarnation of Byakko, Haku	白虎の化身・ハク	5	5	50	0	
754	Soul Guardian Byakko, Haku	霊護の白虎・ハク	6	5	99	4	
755	Red Dragon God, Hino Kagutsuchi	紅蓮龍神・ヒノカグツチ	7	1	99	6	
756	Fire Serpent God, Hino Kagutsuchi	焔獄蛇神・ヒノカグツチ	7	1	99	6	
757	Scorched Claw Dragon, Flare Drall	灼爪龍・フレアドラール	6	1	99	5	
758	Drilling Shark Dragon, Megalodran	穿鮫龍・メガロドラン	6	2	99	5	
759	Horned Fort Dragon, Fortoytops	角砦龍・フォートトイトプス	6	3	99	5	
760	Sacred Dragon Beast, Angelion	聖獣龍・エンジェリオン	6	4	99	5	
761	Jester Dragon, Drawn Joker	道化龍・ドラウンジョーカー	6	5	99	5	
762	OCTOPUS	OCTOPUS	3	1	25	0	
763	OCTOPUS Ver.2	OCTOPUS Ver.2	4	1	70	2	
764	CRAB	CRAB	3	2	25	0	
765	CRAB Ver.2	CRAB Ver.2	4	2	70	2	
766	SQUID	SQUID	3	3	25	0	
767	SQUID Ver.2	SQUID Ver.2	4	3	70	2	
768	GC CRAB	GC CRAB	5	4	50	0	
769	GC CRAB Ver.2	GC CRAB Ver.2	6	4	99	2	
770	UFO	UFO	4	5	50	0	
771	UFO Ver.2	UFO Ver.2	5	5	99	2	
772	Omega Red Skydragon, El Dorado	緋天蒼龍・エルドラド	7	1	99	2	
773	Omega Blue Skydragon, Nirai Kanai	蒼天夜龍・ニライカナイ	7	2	99	2	
774	Omega Wood Skydragon, Horai	樹天緋龍・ホウライ	7	3	99	2	
775	Omega Holy Skydragon, Shangri-La	聖天樹龍・シャングリラ	7	4	99	2	
776	Omega Night Skydragon, Elysion	夜天聖龍・エリュシオン	7	5	99	2	
777	Great Tengu	大天狗	5	3	50	0	
778	Twisted Mountain God, Grand Tengu	霊峰の破戒神・大天狗	6	3	99	3	
779	Kodama	こだま	2	3	30	0	
780	Incarnation of Kouryu, Fagan	黄龍の化身・ファガン	6	4	50	0	
781	Kouryu the Star Emperor, Fagan	星帝の黄龍・ファガン	7	4	99	3	
782	Mystic Megalith Dragon, Baalbek	神秘の巨石龍・バールベック	6	1	99	2	
783	Mystic Mechdragon, Antikythera	神秘の天体龍・アンティキティラ	6	2	99	2	
784	Mystic Painting Dragon, Nazca	神秘の絵画龍・ナスカ	6	3	99	2	
785	Mystic Crystal Dragon, CrystalSkull	神秘の結晶龍・クリスタルスカル	6	4	99	2	
786	Mystic Astro Dragon, Nebradisk	神秘の円盤龍・ネブラディスク	6	5	99	2	
787	Minotaur	ミノタウロス	2	1	25	0	
788	Beast of the Labyrinth, Minotaur	迷宮の獣人・ミノタウロス	3	1	70	0	
789	Cockatrice	コカトリス	2	2	25	0	
790	Stone Gaze Demon Bird, Cockatrice	魔眼の怪鳥・コカトリス	3	2	70	0	
791	Centaur	ケンタウロス	2	3	25	0	
792	Hominal Beast, Centaur	疾駆の人馬・ケンタウロス	3	3	70	0	
793	Cyclops	サイクロプス	2	4	25	0	
794	Thunder Giant, Cyclops	雷光の巨漢・サイクロプス	3	4	70	0	
795	Wicked Lady	ダークレディ	2	5	25	0	
796	Charming Temptress, Wicked Lady	魅惑の夜魔・ダークレディ	3	5	70	0	
797	TAMADRA	たまドラ	5	4	1	0	
798	Samba Ruby Dragon	サンバルビードラゴン	6	1	1	0	
799	Ame no Uzume	アメノウズメ	5	1	50	0	
800	Goddess of the Art, Ame no Uzume	技芸の女神・アメノウズメ	6	1	99	4	
801	Umisachi&Yamasachi	ウミサチヤマサチ	5	2	50	0	
802	Gods of Hunt, Umisachi&Yamasachi	漁猟の神・ウミサチヤマサチ	6	2	99	4	
803	Kushinadahime	クシナダヒメ	5	3	50	0	
804	Goddess of Rice Fields, Kushinada	稲田の女神・クシナダヒメ	6	3	99	4	
805	Izanagi	イザナギ	5	4	50	0	
806	Ancestor of the Gods, Izanagi	皇祖の神・イザナギ	6	4	99	4	
807	Okuninushi	オオクニヌシ	5	5	50	0	
808	Founder of Nations, Okuninushi	国造の神・オオクニヌシ	6	5	99	4	
809	Takeminakata	タケミナカタ	5	4	50	0	
810	War God of Metal, Takeminakata	冶金の軍神・タケミナカタ	6	4	99	3	
811	Empress God, Izanami	皇妃神・イザナミ	6	4	50	0	
812	Empress of Creation, Izanami	万物の妃神・イザナミ	7	4	99	3	
813	Yomi God, Izanami	黄泉神・イザナミ	6	5	50	0	
814	Yomi Mistress, Izanami	黄泉の主神・イザナミ	7	5	99	3	
815	Domovoi	ドモヴォイ	3	4	25	0	
816	Don Domovoi	ドン・ドモヴォイ	4	4	70	2	
817	Grendel	グレンデル	3	1	25	0	
818	Bronzed Grendel	グレンデルサンタン	4	1	70	2	
819	Hrungnir	フルングニル	5	2	50	0	
820	Absolute Zero Hrungnir	絶対零度フルングニル	6	2	99	3	
821	Anne Punt Quettebuss in Love	恋するアン・パント・ケットバス	6	4	99	2	
822	Burning Phoenix Knight, Homura	バーンフェニックスナイト・ホムラ	6	1	99	3	
823	Torrential Fenrir Knight, Kamui	フラッドフェンリルナイト・カムイ	6	2	99	3	
824	Ancient Dragon Knight, Zeal	エンシェントドラゴンナイト・セロ	6	3	99	3	
825	Godly Knight of the Sky, Verche	スカイゴッドナイト・ヴァーチェ	6	4	99	3	
826	Chaos Dragon Knight, Voice	カオスドラゴンナイト・ヴォイス	6	5	99	3	
827	Shugen Demon, Shouki	修験鬼・ショウキ	3	4	25	0	
828	Protection Demon of Light, Shouki	光の守護鬼・ショウキ	4	4	70	2	
829	Shugen Demon, Jyaki	修験鬼・ジャキ	3	5	25	0	
830	Protection Demon of Dark, Jyaki	闇の守護鬼・ジャキ	4	5	70	2	
831	Top Droidragon	トップ・ドロイドラゴン	6	3	99	9	
832	Kozukura	コズクラ	2	2	15	0	
833	Fukuragi	フクラギ	3	2	25	0	
834	Amberjack	ブリ	4	2	70	0	
835	King of Toyama Bay, Amberjack	富山湾の王者・ブリ	5	2	99	2	
836	Firefly Squid	ホタルイカ	3	4	25	0	
837	Mystery of Toyama Bay, Firefly Squid	富山湾の神秘・ホタルイカ	4	4	70	2	
838	Velvet Shrimp	シロエビ	3	1	25	0	
839	Jewel of Toyama Bay, Velvet Shrimp	富山湾の宝石・シロエビ	4	1	70	2	
840	Amitan	あみたん	5	3	50	0	
841	Amitaka & Kanon & Cecil	阿弥貴＆カノン＆セシル	6	3	99	3	
882	Rumbling Blazing King Apollo	騎迅轟破灼炎王アポロ	6	1	99	2	
883	Light Dragon Emperor Saiga	光龍帝サイガ	7	4	99	2	
884	Stray Soul Beast Izuna	はぐれ魂獣イヅナ	4	5	50	0	
885	Nine-Tailed Izuna	白面金剛九尾イヅナ	5	5	99	2	
886	Emperor Masterion	皇帝マステリオン	5	5	50	0	
887	Demon King Masterion	魔王マステリオン	6	5	99	2	
888	Feline Deity of Harmony, Bastet	響奏の愛猫神・バステト	7	3	99	6	
889	War Deity of Fury, Ares	狂荒の戦軍神・アレス	7	1	99	6	
890	Commerce Deity of Dreams, Hermes	夢来の商業神・ヘルメス	7	2	99	6	
891	Hunt God of the Holy Bow, Artemis	聖弓の狩猟神・アルテミス	7	3	99	6	
892	Solar God of Heaven's Bow, Apollo	天弓の光明神・アポロン	7	4	99	6	
893	Queen of Condemnation, Persephone	断罪の冥府神・ペルセポネ	7	5	99	6	
894	Dark Liege, Vampire Duke	闇黒魔王・ヴァンパイアデューク	6	5	99	3	
895	Arcane Monarch, Vampire Duke	魔焉皇帝・ヴァンパイアデューク	6	2	99	4	
