MonsterID	MaxLevel	MaxHP	MaxATK	MaxRCV	GrowthRateHP	GrowthRateATK	GrowthRateRcv	CurSell	CurFodder	MinHP	MinATK	MinRCV
2495	99	2598	1659	398	1	1	1	7350	7050	1119	794	199	
2580	99	3056	984	127	1	1	1	4050	3750	1455	518	53	
2882	30	683	523	74	1	1	1	1950	1650	325	249	35	
718	30	473	358	172	1	1	1	1350	2400	88	71	27	
3551	99	2870	2211	214	1	1	1	6450	6150	1196	941	89	
1505	99	2368	1215	286	1	1	1	3150	2850	947	486	136	
3123	99	1806	868	42	1	1	1	2550	2250	301	263	14	
2299	1	10	10	10	1	1	1	750	450	10	10	10	
2582	70	1705	1089	14	1	1	1	2700	2400	682	605	8	
1929	5	124	61	10	1	1	1	600	300	32	47	2	
122	50	1575	900	192	1.5	1.5	1.5	2300	2000	326	244	53	
1822	99	3056	1437	203	1	1	1	8700	8400	1262	854	113	
743	50	526	321	0	0.7	0.7	0.7	1800	1500	181	91	0	
2838	99	4512	1703	-100	1	1	1	8850	8550	1512	893	0	
1515	99	2098	1403	557	0.7	0.7	0.7	5100	4800	575	251	265	
2493	99	3720	1613	90	1	1	1	7350	7050	1448	896	0	
648	50	1531	1408	0	1	1	1	7200	6900	696	704	0	
2619	50	1397	744	115	1	1	1	2700	2400	582	310	48	
130	50	1425	863	175	1.5	1.5	1.5	2300	2000	314	238	51	
2011	99	3560	1457	485	1	1	1	6600	6300	1204	738	390	
66	15	615	296	5	1	1	1	900	600	82	79	1	
3556	99	4521	1854	256	1	1	1	16200	15900	1654	359	21	
582	50	508	355	116	1	1	1	1350	1900	164	169	77	
2808	99	2795	1409	653	0.7	0.7	0.7	7500	7200	878	783	346	
776	99	1591	1871	222	1.5	1.5	1.5	10350	10050	312	432	111	
1332	50	1207	802	320	1	1	1	3300	3000	503	472	188	
2811	99	2710	2005	683	1	1	1	10500	10200	1225	1267	0	
160	1	80	40	200	1	1	1	10000	20000	80	40	200	
2438	30	712	560	141	0.7	0.7	0.7	1950	1650	274	350	88	
2572	1	20	20	20	1	1	1	750	450	20	20	20	
1597	30	666	573	85	0.7	1	1	1350	1050	256	358	53	
2753	99	3504	1101	251	1	1	1	8700	8400	1254	801	101	
1206	99	4326	1602	179	1	1	1	10350	10050	1528	739	34	
631	99	2740	1456	327	1	1	1	5700	5400	1096	904	218	
1751	50	1519	874	0	0.7	0.7	0.7	3300	3000	633	514	0	
2948	99	3682	1418	514	1	1	1	12000	11700	1810	1052	232	
1586	99	2765	1361	603	1.5	1.5	1.5	8700	8400	1106	756	335	
2440	50	2059	674	53	1	1	1	5550	5250	858	281	22	
2795	1	100	500	60	1	1	1	1200	40000	100	500	60	
2804	99	3007	1805	142	0.7	0.7	0.7	7200	6900	1253	752	59	
1855	70	2305	1215	0	1	1	1	2700	2400	922	486	0	
2644	99	1705	1241	275	1	1	1	4050	3750	812	591	131	
2816	99	3003	810	511	1	1	1	3300	3000	1233	450	284	
1231	50	1598	1146	17	1	1	1	3300	3000	666	674	10	
1528	99	1512	1243	201	0.7	0.7	0.7	2700	2400	110	1172	181	
634	50	1250	800	418	1	1	1	4800	4500	521	400	199	
88	25	263	244	258	0.7	0.7	0.7	1100	800	21	39	31	
1193	99	2397	1886	216	1	1	1	5400	5100	799	576	104	
3491	99	3334	2095	743	1	1	1	9000	8700	1597	721	305	
231	99	2138	1212	336	1	1	1	3150	2850	1018	808	224	
2680	50	1202	482	259	1	1	1	2550	2250	501	201	108	
567	50	876	1440	0	1	1	1	4050	3750	398	720	0	
621	99	2445	1112	606	1	1	1	5700	5400	978	641	404	
1059	99	3169	1187	332	1	1	1	4950	4650	1213	823	188	
3403	1	100	50	300	1	1	1	1050	40000	100	50	300	
884	50	339	922	387	1	1	1	2400	2100	154	439	258	
2255	99	4528	1453	231	1.5	1.5	1.5	16500	16200	1811	581	110	
3083	99	3275	1784	296	1	1	1	6600	6300	1070	880	109	
2588	70	1728	1075	23	1	1	1	2700	2400	691	597	13	
1184	25	622	267	323	1	1	1	1500	1200	259	89	190	
1329	1	100	100	300	1	1	1	1500	60000	100	100	300	
2978	50	1524	811	78	1	1	1	3300	3000	321	122	5	
279	50	765	765	222	1	1	1	2250	1950	178	200	59	
1945	99	2195	1409	623	0.7	0.7	0.7	7350	7050	878	783	346	
1232	99	3195	1856	27	1	1	1	4950	4650	1278	1031	15	
1557	99	2721	1511	502	1.5	1.5	1.5	5850	5550	1170	709	255	
266	25	419	700	78	0.7	0.7	0.7	2300	1600	161	280	37	
1840	99	3540	1678	60	1.5	1.5	1.5	13350	13050	885	671	24	
559	50	999	640	116	1	1	1	2850	2550	333	200	55	
1954	99	3931	2002	53	1.5	1.5	1.5	6600	6300	1586	968	83	
2386	99	3090	1467	368	1	1	1	6600	6300	1196	843	138	
425	99	2081	1086	548	0.7	0.7	0.7	3450	3150	570	262	261	
396	99	2871	1510	456	1.5	1.5	1.5	5850	5550	1140	777	158	
3155	99	3269	1695	269	1	1	1	8850	8550	1625	801	84	
3089	99	3074	1261	771	1.5	1.5	1.5	7500	7200	1110	675	285	
2101	50	1025	1173	0	0.7	0.7	0.7	2250	1950	427	690	0	
3557	50	1558	732	142	1	1	1	2850	2550	649	305	59	
1285	99	2685	1182	436	1	1	1	4050	3750	1074	629	242	
2917	99	3521	1142	0	1	1	1	3450	3150	1821	442	0	
3516	99	4080	1562	449	0.7	0.7	0.7	11850	11550	1640	781	225	
2919	99	2898	1053	288	1	1	1	3450	3150	1298	393	108	
2935	99	3029	1023	169	1	1	1	2850	2550	964	437	72	
1134	99	2076	1955	228	1	1	1	8700	8400	309	428	114	
2924	99	2899	1706	301	1	1	1	5100	4800	998	596	111	
3246	99	2765	1361	603	1.5	1.5	1.5	7350	7050	1106	756	335	
1360	99	3700	1550	179	1	1	1	8700	8400	1480	861	116	
2187	99	3339	1246	205	0.7	0.7	0.7	4050	3750	742	356	62	
2731	99	2245	1215	265	1	1	1	4350	4050	898	486	106	
1623	99	2118	1429	500	1	1	1	3750	3450	787	794	278	
2240	99	2415	2025	130	1.5	1.5	1.5	5700	5400	806	770	62	
751	50	1589	1014	284	1	1	1	4050	3750	662	507	135	
275	50	386	289	765	1	1	1	2250	1950	104	103	191	
995	99	3055	1824	90	1	1	1	6600	6300	1202	749	380	
3561	50	1498	744	19	1	1	1	2400	2100	624	310	8	
83	70	2613	753	54	1	1	1	2250	1950	665	278	34	
1187	70	1235	620	515	1	1	1	2550	2250	494	248	286	
1213	99	945	1419	590	0.7	0.7	0.7	5400	5100	238	473	333	
3075	99	2020	1802	374	1	1	1	5700	5400	808	890	230	
3376	99	3035	1365	560	1.5	1.5	1.5	6300	6000	974	810	340	
3385	99	5048	1450	618	1	1	1	8250	7950	1674	675	309	
2990	50	2501	1849	26	1	1	1	7200	6900	894	596	5	
2197	30	679	738	43	0.7	0.7	0.7	1800	1500	261	461	27	
548	50	129	1182	188	0.7	0.7	0.7	1800	2000	56	563	125	
2281	99	3645	1616	415	1	1	1	6600	6300	1338	759	153	
135	99	3090	1150	222	1.5	1.5	1.5	4200	3900	1320	793	150	
1656	99	2308	1214	452	1	1	1	3750	3450	843	730	251	
1129	99	3418	1543	56	1	1	1	4800	4500	1367	857	31	
214	99	2895	1294	234	1	1	1	3300	3000	1158	924	117	
2431	99	2405	1161	185	0.7	0.7	0.7	3750	3450	1145	611	77	
342	25	742	358	185	1	1	1	1650	1350	232	112	88	
114	35	1076	462	117	1	1	1	1400	1100	123	101	20	
146	99	3002	1322	131	1.5	1.5	1.5	4950	4650	488	333	51	
2823	99	1032	912	221	1	1	1	1950	1650	103	93	21	
1270	99	2508	1289	556	1	1	1	5700	5400	1593	996	438	
249	1	500	500	200	1	1	1	1200	8000	500	500	200	
3156	99	2842	1605	198	1	1	1	13350	13050	1542	906	101	
948	25	252	671	90	1	1	1	1500	1200	56	149	43	
2289	99	3715	1688	122	1	1	1	7200	6900	1086	938	37	
1962	30	229	478	334	0.7	0.7	0.7	1950	1650	88	299	209	
3287	99	1470	229	11	1	1	1	1350	1050	700	109	5	
2198	30	686	733	42	0.7	0.7	0.7	1800	1500	264	458	26	
2806	99	4228	1121	395	1	1	1	11850	11550	1611	623	225	
1100	99	2011	1185	691	1	1	1	4650	4350	690	436	432	
2385	99	3660	1332	288	1	1	1	6600	6300	1064	712	159	
2820	99	2530	1372	315	1	1	1	3300	3000	1012	783	175	
1073	50	1474	755	296	1	1	1	3300	3000	614	444	174	
2071	1	314	239	62	1	1	1	1200	40000	314	239	62	
119	99	2277	1213	275	1.5	1.5	1.5	2850	2550	756	426	121	
923	99	2398	1453	394	1	1	1	5100	4800	434	522	229	
691	70	1683	1170	28	1	1	1	2250	1950	496	468	23	
2986	99	4042	1193	26	1	1	1	7200	6900	2115	711	22	
1142	25	1184	329	48	1	1	1	1650	1350	263	73	23	
1916	99	2606	1106	518	0.7	0.7	0.7	4050	3750	579	316	157	
777	50	1220	628	0	1	1	1	4050	3750	488	251	0	
2016	99	2410	1605	653	1	1	1	8850	8550	1225	1267	0	
3552	99	2741	2386	146	1	1	1	6450	6150	1142	994	61	
1338	50	1411	1001	119	1	1	1	3300	3000	588	589	70	
406	35	764	615	0	0.7	0.7	0.7	1950	1650	191	205	0	
1640	25	1166	549	15	1	1	1	1800	1500	259	122	7	
300	15	420	164	105	1	1	1	1500	1750	200	82	55	
1130	50	2038	870	56	1	1	1	4050	3750	849	512	33	
168	1	20	100	1	1	1	1	5000	400	20	100	1	
3081	50	1099	358	266	1	1	1	2550	2250	458	149	111	
2099	50	931	899	287	0.7	0.7	0.7	2250	1950	388	529	169	
982	99	2508	1289	556	1	1	1	5700	5400	1593	996	438	
2915	99	3012	1401	48	1	1	1	3450	3150	1412	601	2	
2012	99	4355	1300	366	1	1	1	6600	6300	1182	720	397	
3314	1	100	100	100	1	1	1	1800	1500	100	100	100	
976	99	3138	1514	198	1	1	1	7200	6900	1455	721	75	
2548	50	1946	643	24	1	1	1	5550	5250	811	268	10	
2509	99	3010	2063	233	1	1	1	10350	10050	1196	825	93	
3216	30	504	302	0	1	1	1	1500	1200	240	144	0	
2193	99	2714	1757	168	1.5	1.5	1.5	4800	4500	603	502	51	
1097	50	2174	763	107	1	1	1	7200	6900	906	449	63	
209	70	900	530	474	1	0.7	0.7	2100	1800	200	100	158	
3063	99	1798	1378	26	1	1	1	2700	2400	749	574	11	
614	70	1901	728	248	1	1	1	2400	2100	704	291	165	
2031	50	1517	1236	39	1	1	1	3000	2700	632	727	23	
2682	50	1253	535	214	1	1	1	2550	2250	522	223	89	
3258	99	3025	1269	164	1	1	1	7200	6900	1240	695	99	
3085	99	3718	1643	56	1	1	1	6450	6150	1367	857	31	
2792	1	100	500	60	1	1	1	1200	40000	100	500	60	
1661	50	1330	791	177	1	1	1	3300	3000	554	465	104	
105	70	1237	887	280	1	1	1	2250	1950	540	343	105	
2273	99	2828	1719	189	1	1	1	4950	4650	1131	955	105	
561	50	1557	470	29	1	1	1	2850	2550	519	147	14	
1660	99	3250	1589	126	1	1	1	4950	4650	1300	883	70	
1713	99	2333	1246	224	1	1	1	6450	6150	474	313	68	
2773	99	2513	1793	433	1	1	1	4500	4200	805	717	173	
250	1	500	500	200	1	1	1	1200	8000	500	500	200	
317	99	5107	896	8	1	1	1	3600	3300	2128	689	4	
371	99	2615	1232	519	1.5	1.5	1.5	5700	5400	966	821	346	
722	25	954	365	113	1	1	1	1500	1200	212	81	54	
1240	99	2613	2093	0	1	1	1	4950	4650	1045	1163	0	
117	99	2360	1262	231	1.5	1.5	1.5	2850	2550	777	451	95	
2294	99	2885	1386	358	1	1	1	9000	8700	1154	770	199	
606	99	3102	688	636	1	1	1	5550	5250	1410	344	454	
2390	99	3455	1567	522	1	1	1	8850	8550	1262	787	251	
3263	99	5328	1504	521	1.5	1.5	1.5	24300	24000	1811	581	110	
750	99	3375	1364	266	1	1	1	4950	4650	1350	909	177	
702	99	1935	1690	347	1	1	1	3300	3000	734	616	165	
1507	99	2160	1228	338	1	1	1	3150	2850	864	491	161	
1550	1	77	5	250	1	1	1	1500	1200	77	5	250	
658	99	3667	1625	111	1.5	1.5	1.5	7350	7050	1746	883	74	
987	99	3070	1386	428	1.5	1.5	1.5	5850	5550	1200	760	128	
188	99	3587	1422	330	1.5	1.5	1.5	50000	8550	1580	805	195	
2963	99	4008	1193	50	1.5	1.5	1.5	6300	6000	1643	517	20	
2448	50	1171	1124	105	1	1	1	2400	2100	488	661	62	
3524	99	4525	1974	455	1	1	1	11850	11550	2025	974	55	
100	25	638	413	100	1	1	1	1200	900	51	66	12	
901	70	1675	973	21	1	1	1	2700	2400	670	389	10	
2079	99	3235	1567	263	1	1	1	6600	6300	1254	843	113	
887	99	3078	1408	29	1	1	1	8700	8400	1231	563	14	
2549	99	3893	1448	55	1	1	1	7200	6900	1557	579	22	
897	70	1655	993	15	1	1	1	2700	2400	662	397	7	
3006	99	3115	1760	120	1	1	1	4950	4650	1246	704	48	
1874	50	1061	758	262	1	1	1	2400	2100	442	446	154	
1970	50	1296	741	374	1	1	1	2550	2250	540	436	220	
682	50	1155	1299	-250	1.5	1.5	1.5	8700	8400	550	999	-250	
199	15	225	383	125	1	1	1	1000	1400	30	102	15	
281	70	765	357	365	1	1	1	2400	2100	208	77	60	
475	99	1014	1381	276	1	1	1	2700	2400	473	987	148	
1166	99	3389	1075	544	1	1	1	7200	6900	1255	512	155	
3373	99	4524	1824	252	1	1	1	10350	10050	914	623	119	
3329	99	2870	1215	653	1	1	1	8700	8400	1148	486	261	
2574	99	2124	1379	592	0.7	0.7	0.7	4800	4500	583	243	282	
2578	99	2938	1064	115	1	1	1	4050	3750	1399	560	48	
2074	99	3545	1851	284	1	1	1	7350	7050	1298	934	189	
476	99	1036	1366	284	1	1	1	2700	2400	480	977	152	
2254	99	4165	1336	209	1.5	1.5	1.5	13500	13200	1811	581	110	
1959	99	2430	1243	182	0.7	0.7	0.7	2850	2550	540	355	55	
2783	50	1445	612	122	1	1	1	2400	2100	602	255	51	
2693	99	2458	1485	320	1	1	1	4200	3900	983	594	128	
754	99	3193	1391	309	1	1	1	4950	4650	1277	927	206	
653	99	3055	1352	529	1.5	1.5	1.5	6600	6300	966	821	346	
731	99	3078	1550	0	1	1	1	8700	8400	1231	620	0	
3065	99	1908	1205	118	1	1	1	3150	2850	795	502	49	
2420	99	3020	1485	303	1	1	1	4950	4650	1208	594	121	
1815	50	1249	830	218	1	1	1	3150	2850	520	488	128	
726	25	504	306	281	1	1	1	1500	1200	112	68	134	
965	25	603	216	42	1	1	1	1200	900	134	48	20	
2190	99	3024	1467	254	1.5	1.5	1.5	4800	4500	672	419	77	
2437	30	731	563	131	0.7	0.7	0.7	1950	1650	281	352	82	
397	99	2871	1610	456	1.5	1.5	1.5	5850	5550	1140	777	158	
1207	99	4318	1709	98	1	1	1	10350	10050	1488	766	28	
1535	99	3274	1611	481	1.5	1.5	1.5	5850	5550	1110	675	285	
2918	99	4221	1542	0	1	1	1	5100	4800	1821	442	0	
316	99	5074	915	6	1	1	1	3600	3300	2114	704	3	
905	70	1620	1003	21	1	1	1	2700	2400	648	401	10	
2556	50	1505	859	43	1	1	1	3300	3000	627	358	18	
2013	99	3348	1350	618	1	1	1	6600	6300	1179	733	392	
3117	99	2098	1403	557	0.7	0.7	0.7	4800	4500	575	251	265	
1316	99	2430	1358	44	1	1	1	4200	3900	972	543	21	
511	70	1542	893	281	1	1	1	2400	2100	571	357	187	
2528	99	4000	2350	400	1.5	1.5	1.5	24000	23700	350	220	35	
2637	99	3060	1750	281	1	1	1	8850	8550	1058	907	98	
1281	99	2805	1058	500	1	1	1	4050	3750	1122	560	278	
478	99	988	1349	280	1	1	1	2700	2400	465	966	150	
39	30	518	296	55	0.7	0.7	0.7	1050	750	172	84	27	
1717	99	3158	1062	0	1	1	1	5550	5250	1263	590	0	
2088	99	2959	1378	324	1	1	1	5700	5400	890	491	176	
1883	99	2304	2006	251	0.7	0.7	0.7	3300	3000	512	573	76	
1761	99	2412	1033	320	1	1	1	2850	2550	536	295	97	
1846	99	3552	1505	283	1.5	1.5	1.5	13350	13050	888	602	113	
2719	99	5000	2000	300	1.5	1.5	1.5	16650	16350	250	102	8	
3045	99	3835	1453	65	1	1	1	4050	3750	1534	581	26	
1620	50	991	876	311	1	1	1	2850	2550	413	515	183	
1192	99	2129	1205	708	1	1	1	5400	5100	887	442	357	
54	10	173	63	80	0.7	0.7	0.7	600	300	34	25	24	
935	99	2469	1187	282	1	1	1	4050	3750	1213	823	188	
2181	50	1058	761	164	1	1	1	4200	3900	235	169	78	
2320	99	2515	2117	0	1	1	1	7200	6900	1006	1176	0	
3412	1	750	120	0	1	1	1	1050	60000	750	120	0	
428	99	2098	1053	557	0.7	0.7	0.7	3450	3150	575	251	265	
1351	50	1570	716	119	1	1	1	2700	2400	654	421	70	
3361	99	2870	1215	653	1	1	1	5100	4800	1148	486	261	
2910	99	2948	1374	509	1	1	1	6300	6000	1179	680	266	
2793	1	100	500	60	1	1	1	1200	40000	100	500	60	
1153	99	3682	1255	93	1	1	1	4050	3750	1091	482	62	
994	99	3105	1274	570	1	1	1	6600	6300	1202	749	380	
2601	50	2006	794	5	1	1	1	3900	3600	836	331	2	
1310	25	752	477	101	1	1	1	1500	1200	167	106	48	
1759	99	3378	1508	181	0.7	0.7	0.7	7350	7050	1271	782	167	
3307	1	100	500	60	1	1	1	1200	40000	100	500	60	
1323	1	1200	500	200	1	1	1	50000	600000	1200	500	200	
1946	50	1531	743	372	1	1	1	5550	5250	638	437	219	
2383	99	4108	1293	50	1.5	1.5	1.5	7200	6900	1643	517	20	
3109	99	3128	1869	189	1	1	1	6600	6300	1131	955	105	
3050	1	10	250	10	1	1	1	1050	40000	10	250	10	
365	99	4531	1191	548	1	1	1	8100	7800	1946	916	274	
99	70	1330	869	288	1	1	1	2250	1950	520	349	113	
2091	99	3570	1664	10	0.7	0.7	0.7	8700	8400	1488	1008	0	
1304	99	2906	1857	72	1	1	1	5250	4950	573	469	48	
2945	99	3624	1524	252	1	1	1	8700	8400	914	623	119	
2302	1	10	10	10	1	1	1	750	450	10	10	10	
400	35	864	603	0	0.7	0.7	0.7	1950	1650	216	201	0	
1858	50	1469	1250	39	0.7	0.7	0.7	2850	2550	612	735	23	
325	99	2627	1588	250	1.5	1.5	1.5	4200	3900	798	421	105	
1897	99	2260	1255	294	1	1	1	3150	2850	904	502	140	
1686	99	2695	1247	409	1	1	1	4050	3750	1038	693	227	
566	99	4528	1259	217	1	1	1	8100	7800	2058	839	114	
2503	99	4040	1606	327	1	1	1	9000	8700	1096	904	218	
2106	50	878	500	53	0.7	0.7	0.7	1500	1200	195	111	25	
1698	70	1035	1085	418	0.7	0.7	0.7	2400	2100	414	434	199	
87	70	1972	957	70	1	1	1	2250	1950	530	327	26	
52	10	170	53	90	0.7	0.7	0.7	600	300	34	21	27	
1352	99	3140	1359	243	1	1	1	4350	4050	1256	644	107	
890	99	3774	1498	204	1	1	1	6600	6300	739	932	91	
3042	50	1262	770	70	1	1	1	2400	2100	526	321	29	
1756	99	2610	1714	149	0.7	0.7	0.7	3750	3450	776	927	83	
710	70	1270	1115	214	1	1	1	3150	2850	508	446	102	
1837	99	2543	1318	311	1	1	1	7350	7050	1129	732	173	
13	5	138	65	15	1	1	1	700	400	47	52	9	
2650	99	2333	1262	80	1	1	1	4050	3750	1111	601	38	
3009	99	2123	860	778	1	1	1	4050	3750	849	344	311	
1093	99	2545	1344	404	1	1	1	6450	6150	1158	924	117	
1418	50	1685	445	294	1	1	1	2400	2100	702	262	173	
1504	70	1184	540	151	1	1	1	2250	1950	263	120	72	
318	99	5088	907	8	1	1	1	3600	3300	2120	698	4	
1514	99	2081	1436	548	0.7	0.7	0.7	5100	4800	570	262	261	
693	99	2987	1386	378	1	1	1	6600	6300	1613	1204	255	
1695	25	1526	621	0	1.5	1.5	1.5	1800	1500	339	138	0	
1373	99	2540	2014	414	1	1	1	8700	8400	856	1119	230	
2324	99	3821	1011	682	1.5	1.5	1.5	6600	6300	1170	709	255	
951	70	1188	1025	258	1	1	1	2400	2100	475	410	123	
1925	99	4531	1291	548	1	1	1	10500	10200	1946	916	274	
1638	25	1062	248	214	1	1	1	1800	1500	236	55	102	
1181	70	1263	595	524	1	1	1	2550	2250	505	238	291	
1626	50	1253	932	199	1	1	1	2850	2550	522	548	117	
834	70	1785	503	40	1	1	1	2700	2400	714	201	19	
2652	30	525	263	17	1	1	1	1800	1500	250	125	8	
2893	99	4018	1855	20	1	1	1	8850	8550	1367	702	0	
3238	99	4110	2109	503	1.5	1.5	1.5	7500	7200	1735	830	199	
2662	99	4148	1474	279	1	1	1	6600	6300	1179	680	266	
888	99	3010	1107	685	1	1	1	6600	6300	1204	738	390	
959	70	883	1560	0	1	1	1	2400	2100	353	624	0	
170	1	20	100	1	1	1	1	5000	400	20	100	1	
1277	99	3213	1242	153	1	1	1	7200	6900	1285	690	85	
3347	99	2913	1255	73	1	1	1	4950	4650	711	325	32	
3596	99	4023	1752	193	1	1	1	6600	6300	1129	901	107	
1964	30	260	459	336	0.7	1	1	1950	1650	100	287	210	
826	99	2297	1336	315	1	1	1	4800	4500	1046	824	210	
243	99	3450	1367	219	1.5	1.5	1.5	4950	4650	1643	911	146	
950	25	594	455	137	1	1	1	1500	1200	132	101	65	
894	99	2896	1268	463	1	1	1	6450	6150	1616	988	281	
3056	99	2928	1703	348	1	1	1	6600	6300	1171	581	139	
977	99	3063	1436	270	1	1	1	7200	6900	1425	684	97	
1644	99	3530	1931	333	1	1	1	12000	11700	1346	855	133	
129	99	2275	1086	625	1.5	1.5	1.5	4200	3900	1050	692	308	
3426	1	108	108	108	1	1	1	1050	40000	108	108	108	
2207	1	100	100	100	1	1	1	1500	40000	100	100	100	
1123	99	2400	1314	502	1	1	1	4800	4500	720	730	262	
1355	50	1337	978	121	1	1	1	3300	3000	557	575	71	
1237	50	1258	784	396	1	1	1	3300	3000	524	461	233	
651	99	3382	1368	464	1	1	1	10350	10050	1810	1052	232	
979	30	617	412	139	1	1	1	1350	1050	112	79	15	
789	25	428	275	206	1	1	1	1500	1200	95	61	98	
562	99	3738	1311	39	1	1	1	3750	3450	1246	423	26	
95	70	817	461	529	0.7	0.7	0.7	2100	1800	220	158	255	
1922	99	3765	1261	312	1.5	1.5	1.5	8850	8550	826	494	131	
1005	50	1225	918	220	1	1	1	3000	240000	777	500	100	
1781	99	3140	1646	308	1.5	1.5	1.5	5850	5550	1430	889	180	
402	35	243	570	344	0.7	0.7	0.7	1950	1650	81	190	164	
2833	99	3335	1733	103	1.5	1.5	1.5	4500	4200	1334	693	41	
3060	99	2823	1935	243	1	1	1	6600	6300	1129	674	97	
96	25	288	263	250	0.7	0.7	0.7	1100	800	23	42	30	
1768	30	247	462	338	1	1	1	1350	1050	95	289	211	
3084	99	5033	1354	25	1	1	1	6600	6300	1653	680	14	
3452	99	3360	1732	208	1	1	1	6600	6300	1064	712	159	
177	1	250	30	10	1	1	1	100	160000	250	30	10	
1174	30	575	347	253	1	1	1	1500	1200	221	217	158	
1511	99	2124	1379	592	0.7	0.7	0.7	5100	4800	583	243	282	
2080	99	2615	1300	608	1	1	1	6600	6300	966	722	288	
3294	99	2608	1705	573	1	1	1	6150	5850	843	642	205	
3559	50	1349	341	300	1	1	1	2400	2100	562	142	125	
683	99	2233	1520	0	1.5	1.5	1.5	16350	16050	924	1169	0	
1225	99	4585	1203	0	1	1	1	8700	8400	1834	635	0	
542	99	4470	1443	224	1	1	1	8700	8400	1788	687	68	
960	50	1656	459	19	1	1	1	3150	2850	368	102	9	
2259	99	4705	1508	155	1.5	1.5	1.5	16500	16200	1882	603	74	
3288	99	1260	126	145	1	1	1	1350	1050	600	60	69	
1533	99	3469	1659	398	1.5	1.5	1.5	5850	5550	1260	810	173	
306	1	374	285	180	0.7	0.7	0.7	1500	120000	374	285	180	
519	15	777	500	100	1	1	1	1650	1350	300	200	10	
2409	99	2325	1606	511	1	1	1	4950	4650	810	798	284	
161	1	10	50	1	1	1	1	2500	200	10	50	1	
152	1	10	10	10	1	1	1	500	300	10	10	10	
1773	25	1536	621	3	1	1	1	1650	1350	640	365	2	
1669	50	1358	1042	260	1	1	1	5550	5250	566	613	153	
2714	99	5075	1411	301	1	1	1	12000	11700	1630	673	167	
1754	99	2645	1245	279	0.7	0.7	0.7	5700	5400	990	747	155	
17	5	129	78	12	1	1	1	700	400	42	62	7	
3514	99	3745	1925	437	1	1	1	11850	11550	1648	888	159	
2889	1	500	250	0	1	1	1	8850	8550	500	250	0	
1981	99	2992	1352	95	1	1	1	2700	2400	680	436	35	
409	99	3165	1432	153	1.5	1.5	1.5	6600	6300	510	322	53	
794	70	1635	803	0	1	1	1	2550	2250	634	361	0	
3285	99	3560	2144	67	1.5	1.5	1.5	8700	8400	1695	1021	32	
1712	99	2933	1820	0	1.5	1.5	1.5	10500	10200	924	1169	0	
1746	99	2813	2193	0	1	1	1	6600	6300	1045	1163	0	
1067	50	1493	702	320	1	1	1	3300	3000	622	413	188	
1185	70	1245	600	524	1	1	1	2550	2250	498	240	291	
1531	50	1162	1112	309	1	1	1	7950	7650	484	654	182	
1647	50	2534	632	0	1	1	1	3300	3000	1056	372	0	
110	25	763	381	125	1	1	1	1200	900	61	61	15	
2337	99	3078	1102	19	1	1	1	4050	3750	1491	501	8	
1589	50	1517	590	311	1	1	1	2850	2550	632	347	183	
280	50	1224	235	400	1	1	1	1500	1200	208	77	60	
311	50	1875	888	8	1	1	1	2550	2250	504	284	5	
1690	70	893	1408	267	0.7	0.7	0.7	2400	2100	357	563	127	
2579	99	3014	1018	120	1	1	1	4050	3750	1435	536	50	
541	99	4478	1464	215	1	1	1	8700	8400	1791	697	65	
2696	50	1339	715	53	1	1	1	2550	2250	558	298	22	
555	50	1319	595	207	1	1	1	2850	2550	293	145	109	
1317	99	4500	1300	200	1.5	1.5	1.5	10200	9900	1000	500	50	
1834	50	1584	945	116	1	1	1	4050	3750	660	556	68	
3352	99	3115	1563	373	1	1	1	6600	6300	649	289	69	
3302	50	965	715	180	1	1	1	2400	2100	402	298	75	
986	99	4590	1150	222	1.5	1.5	1.5	5850	5550	1320	793	150	
975	99	3080	1445	260	1	1	1	7200	6900	1432	688	94	
1516	99	2508	1289	556	1	1	1	5700	5400	1593	996	438	
1591	99	1728	1355	244	0.7	0.7	0.7	2850	2550	384	387	74	
2759	99	6520	891	0	1.5	1.5	1.5	13500	13200	3980	491	0	
2911	99	3038	1507	403	1	1	1	6300	6000	1215	731	402	
2788	99	3497	1514	142	1	1	1	2850	2550	1457	631	59	
2961	99	1427	1458	548	1	1	1	3900	3600	672	473	399	
2069	99	2305	1013	608	1	1	1	7200	6900	922	405	243	
659	35	360	360	36	1	1	1	2400	2100	36	36	36	
1256	99	2720	1278	635	1	1	1	7350	7050	1048	652	363	
2606	50	1373	559	235	1	1	1	3300	3000	572	233	98	
1058	1	10	10	10	1	1	1	1200	60000	10	10	10	
2303	1	10	10	10	1	1	1	750	450	10	10	10	
2553	99	2918	1193	508	1	1	1	4950	4650	1167	517	203	
115	99	2409	1205	231	1.5	1.5	1.5	2850	2550	861	416	105	
1740	99	2795	1283	580	1	1	1	6600	6300	1158	713	289	
1339	99	2823	1622	193	1	1	1	4950	4650	1129	901	107	
3420	99	3002	1556	252	1	1	1	4650	4350	1112	741	89	
632	50	1298	936	313	1	1	1	4800	4500	541	468	149	
1108	99	4059	2043	154	1	1	1	8850	8550	1845	1362	52	
3542	99	800	100	0	1.5	1.5	1.5	1200	900	80	10	0	
480	99	2145	1214	231	1	1	1	3450	3150	777	457	100	
1692	70	1378	1318	174	1	1	1	2400	2100	551	527	83	
