image60_size	jp_only	name	image40_href	image40_size	rarity	active_skill	atk_max	id	rcv_scale	team_cost	leader_skill	hp_scale	version	atk_scale	rcv_min	atk_min	rcv_max	monster_points	type3	hp_max	element2	element	type2	max_level	awoken_skills	hp_min	name_jp	image60_href	feed_xp	xp_curve	type	
14071	False	Cupid	/static/img/monsters/40x40/94.ca92b247e420.png	7443	3	Heal	175	94	0.7	5	Healing Song	0.7	293	0.7	34	28	283	1	None	275	None	3	None	25	[]	22	キューピッド	/static/img/monsters/60x60/94.a61e7c655af3.png	200.0	1000000	3	
14439	False	Angel	/static/img/monsters/40x40/95.17a527a86cb2.png	7384	4	Heal	461	95	0.7	8	Healing Song	0.7	293	0.7	255	158	529	1	None	817	None	3	None	70	[]	220	エンジェル	/static/img/monsters/60x60/95.fece04571b5d.png	450.0	1000000	3	
14126	False	Succubus	/static/img/monsters/40x40/96.6669d1cb2fe4.png	7258	3	Poison Mist	263	96	0.7	5	Quickness	0.7	293	0.7	30	42	250	1	None	288	None	4	None	25	[]	23	サキュバス	/static/img/monsters/60x60/96.6717fcfce077.png	200.0	1000000	3	
11255	False	Lilith	/static/img/monsters/40x40/97.e29d49533b4b.png	4611	4	Poison Mist	525	97	0.7	8	Quickness	0.7	293	0.7	225	237	443	1	None	840	None	4	None	70	[]	230	リリス	/static/img/monsters/60x60/97.ebe83d28da98.png	450.0	1000000	3	
13254	False	Mystic Flame Knight	/static/img/monsters/40x40/98.964b152a53cd.png	7128	3	Fire Orb Change	388	98	1.0	6	Fire Guard	1.0	293	1.0	15	62	125	1	None	650	None	0	None	25	[]	52	炎の魔剣士	/static/img/monsters/60x60/98.0f5fd7fcf9f7.png	225.0	1500000	1	
11462	False	Phoenix Knight	/static/img/monsters/40x40/99.4bf90f2c485e.png	4654	4	Fire Orb Change	869	99	1.0	9	Fire Guard	1.0	293	1.0	113	349	288	1	None	1330	None	0	None	70	[]	520	フェニックスナイト	/static/img/monsters/60x60/99.10ccad7b52ad.png	488.0	1500000	1	
13864	False	Mystic Ice Knight	/static/img/monsters/40x40/100.9b7504f03371.png	7367	3	Water Orb Change	413	100	1.0	6	Water Guard	1.0	293	1.0	12	66	100	1	None	638	None	1	None	25	[]	51	氷の魔剣士	/static/img/monsters/60x60/100.415e633a86e9.png	225.0	1500000	1	
15083	False	Fenrir Knight	/static/img/monsters/40x40/101.289b406ec260.png	7791	4	Water Orb Change	928	101	1.0	9	Water Guard	1.0	293	1.0	90	372	241	1	None	1213	None	1	None	70	[]	510	フェンリルナイト	/static/img/monsters/60x60/101.e466b53147e9.png	488.0	1500000	1	
10655	False	Mystic Stone Knight	/static/img/monsters/40x40/102.c1c408c9022d.png	4451	3	Wood Orb Change	400	102	1.0	6	Wood Guard	1.0	293	1.0	13	64	108	1	None	700	None	2	None	25	[]	56	岩の魔剣士	/static/img/monsters/60x60/102.a560e7a3de09.png	225.0	1500000	1	
11405	False	Dragon Knight	/static/img/monsters/40x40/103.816c79fcd1ad.png	4640	4	Wood Orb Change	898	103	1.0	9	Wood Guard	1.0	293	1.0	97	360	249	1	None	1272	None	2	None	70	[]	560	ドラゴンナイト	/static/img/monsters/60x60/103.887d800cb7ba.png	488.0	1500000	1	
13416	False	Mystic Light Knight	/static/img/monsters/40x40/104.50cad1ddfc27.png	7208	3	Light Orb Change	381	104	1.0	6	Light Guard	1.0	293	1.0	14	61	117	1	None	675	None	3	None	25	[]	54	光の魔剣士	/static/img/monsters/60x60/104.dfb277dacc86.png	225.0	1500000	1	
12410	False	Verche	/static/img/monsters/40x40/105.eea77dc67172.png	6917	4	Light Orb Change	887	105	1.0	9	Light Guard	1.0	293	1.0	105	343	280	1	None	1237	None	3	None	70	[]	540	ヴァーチェ	/static/img/monsters/60x60/105.d3fbfa482ce5.png	488.0	1500000	1	
12853	False	Titan	/static/img/monsters/40x40/106.8c0fb22100ef.png	6820	3	Attack Stance - Fire	575	106	1.0	7	Resolve	1.0	293	1.0	1	92	8	1	None	963	None	0	None	25	[]	77	タイタン	/static/img/monsters/60x60/106.64fb1cd794d2.png	250.0	1500000	2	
13184	False	Gigas	/static/img/monsters/40x40/107.3c09a9eb1b49.png	6895	4	Attack Stance - Fire	1163	107	1.5	10	Resolve	1.5	293	1.5	7	518	0	1	None	3150	None	0	None	70	[]	770	ギガンテス	/static/img/monsters/60x60/107.b7788a29a403.png	525.0	4000000	2	
11264	False	Mystic Dark Knight	/static/img/monsters/40x40/108.d8cb3589e70f.png	4597	3	Dark Orb Change	406	108	1.0	6	Dark Guard	1.0	293	1.0	12	65	100	1	None	688	None	4	None	25	[]	55	闇の魔剣士	/static/img/monsters/60x60/108.80b1f9c5f8cc.png	225.0	1500000	1	
11622	False	Dark Dragon Knight	/static/img/monsters/40x40/109.666976372bb7.png	4703	4	Dark Orb Change	916	109	1.0	9	Dark Guard	1.0	293	1.0	90	365	233	1	None	1307	None	4	None	70	[]	550	ダークドラゴンナイト	/static/img/monsters/60x60/109.5f1ac842264f.png	488.0	1500000	1	
10895	False	Vampire	/static/img/monsters/40x40/110.8832a59cb8d7.png	4463	3	Attack Stance - Dark	381	110	1.0	6	None	1.0	293	1.0	15	61	125	1	None	763	None	4	None	25	[]	61	ヴァンパイア	/static/img/monsters/60x60/110.649ad49acf26.png	225.0	1500000	1	
14577	False	Vampire Lord	/static/img/monsters/40x40/111.2c9f66b47e6f.png	7391	4	Attack Stance - Dark	999	111	1.5	10	Power of Darkness	1.5	293	1.5	113	343	319	1	None	1725	None	4	None	70	[]	610	ヴァンパイアロード	/static/img/monsters/60x60/111.5fa7ee22a8b3.png	525.0	4000000	1	
14022	False	Salamander	/static/img/monsters/40x40/112.adb0fe5f669c.png	7238	4	Fire Breath	468	112	1.0	7	Fire Power	1.0	293	1.0	20	107	117	3000	None	998	None	0	None	35	[]	114	サラマンダー	/static/img/monsters/60x60/112.858af4ed19bf.png	275.0	1500000	4	
15907	False	Ifrit	/static/img/monsters/40x40/113.2edc0c988c38.png	7600	5	Magma Breath	1238	113	1.5	13	Power of Explosion	1.5	293	1.5	105	421	220	3000	None	2327	None	0	None	99	[22, 21, 22]	798	イフリート	/static/img/monsters/60x60/113.015fa22f7f7f.png	638.0	4000000	4	
13902	False	Sea Serpent	/static/img/monsters/40x40/114.52f922aa875f.png	7342	4	Ice Breath	462	114	1.0	7	Water Power	1.0	293	1.0	20	101	117	3000	None	1076	None	1	None	35	[]	123	シーサーペント	/static/img/monsters/60x60/114.c6058f44d696.png	275.0	1500000	4	
14854	False	Leviathan	/static/img/monsters/40x40/115.2fdc53b7298c.png	7278	5	Blizzard Breath	1205	115	1.5	13	Power of Water Rapids	1.5	293	1.5	105	416	231	3000	None	2409	None	1	None	99	[23, 21, 23]	861	リヴァイアサン	/static/img/monsters/60x60/115.a341ef30dc75.png	638.0	4000000	4	
13210	False	Dragonette	/static/img/monsters/40x40/116.83d5dad08306.png	6944	4	Earth Breath	501	116	1.0	7	Wood Power	1.0	293	1.0	18	119	105	3000	None	971	None	2	None	35	[]	111	ドラゴネット	/static/img/monsters/60x60/116.2e18fa134555.png	275.0	1500000	4	
15009	False	Fafnir	/static/img/monsters/40x40/117.52d58e83a64f.png	7392	5	Gaia Breath	1262	117	1.5	13	Power of Gaia	1.5	293	1.5	95	451	231	3000	None	2360	None	2	None	99	[24, 21, 24]	777	ファフニール	/static/img/monsters/60x60/117.9b735f02b9ea.png	638.0	4000000	4	
14701	False	Ivory Dragon	/static/img/monsters/40x40/118.477a9534b224.png	7435	4	Thunder Breath	473	118	1.0	7	Light Power	1.0	293	1.0	23	108	134	3000	None	945	None	3	None	35	[]	108	白龍	/static/img/monsters/60x60/118.e816db0e7ec4.png	275.0	1500000	4	
16002	False	Divinegon	/static/img/monsters/40x40/119.48a9a3975079.png	7716	5	Holy Breath	1213	119	1.5	13	Power of Flash	1.5	293	1.5	121	426	275	3000	None	2277	None	3	5	99	[25, 21, 25]	756	神龍	/static/img/monsters/60x60/119.d8795f2df2e5.png	638.0	4000000	4	
11631	False	Basilisk	/static/img/monsters/40x40/120.a0497b7ab695.png	4659	4	Chaos Breath	508	120	1.0	7	Dark Power	1.0	293	1.0	14	116	82	3000	None	1015	None	4	None	35	[]	116	バジリスク	/static/img/monsters/60x60/120.729f6762be6f.png	275.0	1500000	4	
12282	False	Tiamat	/static/img/monsters/40x40/121.05544c99aac3.png	4844	5	Inferno Breath	1254	121	1.5	13	Power of Darkness	1.5	293	1.5	74	457	198	3000	None	2310	None	4	None	99	[26, 21, 26]	812	ティアマット	/static/img/monsters/60x60/121.499f73176702.png	638.0	4000000	4	
11353	False	Minerva	/static/img/monsters/40x40/122.de337f8df879.png	4609	5	Quick Bomb	900	122	1.5	15	Flame Barrier	1.5	388	1.5	53	244	192	5000	None	1575	None	0	None	50	[]	326	ミネルヴァ	/static/img/monsters/60x60/122.363d4e2308fa.png	500.0	4000000	5	
8296	False	War Deity Minerva	/static/img/monsters/40x40/123.fba15380f94f.png	4186	6	Quick Bomb	1359	123	1.5	20	Flame Barrier	1.5	293	1.5	173	810	418	5000	None	2869	0	0	None	99	[10, 12, 12, 10]	1260	戦女神・ミネルヴァ	/static/img/monsters/60x60/123.305efccc88e3.png	975.0	4000000	5	
12062	False	Neptune	/static/img/monsters/40x40/124.27f8057422da.png	4864	5	Hydra's Poison	894	124	1.5	15	Ice Barrier	1.5	388	1.5	52	243	183	5000	None	1600	None	1	None	50	[]	328	ネプチューン	/static/img/monsters/60x60/124.23650d4190b4.png	500.0	4000000	5	
8418	False	Sea Deity Neptune	/static/img/monsters/40x40/125.3a0b9defbe49.png	4277	6	Hydra's Poison	1351	125	1.5	20	Ice Barrier	1.5	293	1.5	165	805	407	5000	None	2902	1	1	None	99	[10, 13, 13, 10]	1280	海王神・ネプチューン	/static/img/monsters/60x60/125.35b77c3946fb.png	975.0	4000000	5	
9316	False	Ceres	/static/img/monsters/40x40/126.64eef6ca210c.png	4083	5	Shower of Healing	750	126	1.5	15	Tree Barrier	1.5	293	1.5	68	220	317	5000	None	1388	None	2	None	50	[]	311	セレス	/static/img/monsters/60x60/126.a21b67395060.png	500.0	4000000	5	
8490	False	Fertility Deity Ceres	/static/img/monsters/40x40/127.9f7a19ca1d55.png	4391	6	Shower of Healing	1061	127	1.5	20	Tree Barrier	1.5	293	1.5	285	675	681	5000	None	2374	2	2	None	99	[20, 9, 10, 10]	1110	豊穣神・セレス	/static/img/monsters/60x60/127.388522765806.png	975.0	4000000	5	
11730	False	Venus	/static/img/monsters/40x40/128.6dcbc721e084.png	4652	5	Change the World	769	128	1.5	15	Light Barrier	1.5	388	1.5	71	223	342	5000	None	1313	None	3	None	50	[]	305	ヴィーナス	/static/img/monsters/60x60/128.519397c16cde.png	500.0	4000000	5	
8409	False	Love Deity Venus	/static/img/monsters/40x40/129.67486fde5273.png	4284	6	Change the World	1086	129	1.5	20	Light Barrier	1.5	293	1.5	308	692	625	5000	None	2275	3	3	None	99	[27, 9, 21, 25]	1050	慈愛神・ヴィーナス	/static/img/monsters/60x60/129.9e30b5775eb4.png	975.0	4000000	5	
12098	False	Hades	/static/img/monsters/40x40/130.dd81dabd97d7.png	4901	5	Ultra Gravity	863	130	1.5	15	Dark Barrier	1.5	388	1.5	51	238	175	5000	None	1425	None	4	None	50	[]	314	ハーデス	/static/img/monsters/60x60/130.512aa1ba7373.png	500.0	4000000	5	
8458	False	Underlord Hades	/static/img/monsters/40x40/131.39a3da9bf2e5.png	4261	6	Ultra Gravity	1410	131	1.5	20	Dark Barrier	1.5	293	1.5	158	777	396	5000	None	2671	4	4	None	99	[18, 11, 21, 26]	1140	冥界神・ハーデス	/static/img/monsters/60x60/131.ef48931b7817.png	975.0	4000000	5	
12317	False	Kagutsuchi	/static/img/monsters/40x40/132.0514a6bade43.png	4843	5	Burst Bomb	825	132	1.5	15	Purgatory	1.5	535	1.5	56	232	217	5000	None	1538	None	0	None	50	[]	326	カグツチ	/static/img/monsters/60x60/132.a0063a7e19f5.png	500.0	4000000	5	
8492	False	Hino Kagutsuchi	/static/img/monsters/40x40/133.84a3e1187669.png	4353	6	Burst Bomb	1460	133	1.5	20	Hellfire	1.5	293	1.5	195	743	451	5000	None	2820	0	0	None	99	[27, 27, 22, 21]	1230	ヒノカグツチ	/static/img/monsters/60x60/133.5fdc5f919139.png	975.0	4000000	5	
12681	False	Viper Orochi	/static/img/monsters/40x40/134.a54aba9bb145.png	4883	5	Force	881	134	1.5	15	Perseverance	1.5	293	1.5	50	241	167	5000	None	1650	None	1	None	50	[]	423	オロチ	/static/img/monsters/60x60/134.b2c480e045ed.png	500.0	4000000	5	
9064	False	Demon Viper Orochi	/static/img/monsters/40x40/135.0dfe58462444.png	4450	6	Force	1150	135	1.5	20	Perseverance	1.5	293	1.5	150	793	222	5000	None	3090	1	1	None	99	[27, 27, 23, 21]	1320	ヤマタノオロチ	/static/img/monsters/60x60/135.46974c151a14.png	975.0	4000000	5	
11632	False	Susano	/static/img/monsters/40x40/136.edeb6323b7a7.png	4649	5	Iron Wall Stance	844	136	1.5	15	Iron Wall Lore	1.5	293	1.5	47	235	142	5000	None	1500	None	2	None	50	[]	320	スサノオ	/static/img/monsters/60x60/136.f6fa31f759e5.png	500.0	4000000	5	
8725	False	Susano no Mikoto	/static/img/monsters/40x40/137.246e9cb019fa.png	4353	6	Iron Wall Stance	1186	137	1.5	20	Iron Wall Lore	1.5	293	1.5	128	760	298	5000	None	2970	2	2	None	99	[16, 27, 10, 10]	1200	スサノオノミコト	/static/img/monsters/60x60/137.6da0c5e03a0c.png	975.0	4000000	5	
11085	False	Amaterasu	/static/img/monsters/40x40/138.bc06fb589482.png	4593	5	Shower of Healing	788	138	1.5	15	Healing Song	1.5	293	1.5	64	226	283	5000	None	1463	None	3	None	50	[]	317	アマテラス	/static/img/monsters/60x60/138.2221609f4977.png	500.0	4000000	5	
8454	False	Amaterasu Ohkami	/static/img/monsters/40x40/139.1f68e512a077.png	4352	6	Shower of Healing	1111	139	1.5	20	Miracle	1.5	293	1.5	255	709	652	5000	None	2321	3	3	None	99	[20, 10, 10, 21]	1170	アマテラスオオカミ	/static/img/monsters/60x60/139.f0736b9800ea.png	975.0	4000000	5	
11640	False	Yomi	/static/img/monsters/40x40/140.6fd8f0d59752.png	4770	5	Change the World	806	140	1.5	15	Quick Boost	1.5	293	1.5	53	229	192	5000	None	1350	None	4	None	50	[]	308	ヨミ	/static/img/monsters/60x60/140.fa6abd0f485a.png	500.0	4000000	5	
8428	False	Tsuku Yomi	/static/img/monsters/40x40/141.7730736d6f1a.png	4279	6	Change the World	1336	141	1.5	20	God's Hand	1.5	293	1.5	173	725	495	5000	None	2772	4	4	None	99	[18, 19, 19, 28]	1080	ツクヨミ	/static/img/monsters/60x60/141.c709517a9e35.png	975.0	4000000	5	
13576	False	Flamedragon Muspelheim	/static/img/monsters/40x40/142.53ec7f24b5d8.png	7028	6	Magma Breath	1408	142	1.5	25	Flame Barrier	1.5	293	1.5	52	330	142	5	None	3018	None	0	None	99	[14, 21]	495	炎龍・ムスプルヘイム	/static/img/monsters/60x60/142.e6b2ff5d2800.png	1163.0	4000000	4	
12168	False	Ice Dragon Niflheim	/static/img/monsters/40x40/143.4c4ee1feca3a.png	4956	6	Blizzard Breath	1332	143	1.5	25	Ice Barrier	1.5	293	1.5	53	322	153	5	None	3165	None	1	None	99	[15, 21]	510	氷龍・ニブルヘイム	/static/img/monsters/60x60/143.90acd2f52e33.png	1163.0	4000000	4	
15188	False	Isle Dragon Yggdrasil	/static/img/monsters/40x40/144.7f49e4a45e33.png	7578	6	Gaia Breath	1307	144	1.5	25	Tree Barrier	1.5	293	1.5	55	319	175	5	None	3197	None	2	None	99	[16, 21]	518	島龍・ユグドラシル	/static/img/monsters/60x60/144.d722e1a7e4ad.png	1163.0	4000000	4	
11553	False	Mechadragon Valhalla	/static/img/monsters/40x40/145.343f6b6b2344.png	4886	6	Holy Breath	1356	145	1.5	25	Light Barrier	1.5	293	1.5	54	325	164	5	None	3050	None	3	8	99	[17, 21]	503	機龍・ヴァルハラ	/static/img/monsters/60x60/145.821043e3b11d.png	1163.0	4000000	4	
12238	False	Evil Dragon Helheim	/static/img/monsters/40x40/146.b14f60017804.png	4916	6	Inferno Breath	1322	146	1.5	25	Dark Barrier	1.5	293	1.5	51	333	131	5	None	3002	None	4	None	99	[18, 21]	488	邪龍・ヘルヘイム	/static/img/monsters/60x60/146.74f03df064d8.png	1163.0	4000000	4	
13801	False	Keeper of Flame	/static/img/monsters/40x40/147.4bed1f39d908.png	7113	4	Defensive Stance	331	147	1.0	11	Protector's Lore	1.0	293	1.0	83	331	83	1	None	1031	None	0	None	1	[]	1031	炎の番人	/static/img/monsters/60x60/147.216be703e6c1.png	375.0	2000000	0	
14058	False	Keeper of Water	/static/img/monsters/40x40/148.86705dc5680e.png	7237	4	Defensive Stance	321	148	1.0	11	Protector's Lore	1.0	293	1.0	83	321	83	1	None	1056	None	1	None	1	[]	1056	水の番人	/static/img/monsters/60x60/148.80605aa7fd46.png	375.0	2000000	0	
13939	False	Keeper of Forest	/static/img/monsters/40x40/149.f3c640eddfd1.png	7211	4	Defensive Stance	326	149	1.0	11	Protector's Lore	1.0	293	1.0	83	326	83	1	None	1081	None	2	None	1	[]	1081	森の番人	/static/img/monsters/60x60/149.8484d8d4e4d5.png	375.0	2000000	0	
13903	False	Keeper of Light	/static/img/monsters/40x40/150.87739b374342.png	7228	4	Defensive Stance	311	150	1.0	11	Protector's Lore	1.0	293	1.0	83	311	83	1	None	1106	None	3	None	1	[]	1106	光の番人	/static/img/monsters/60x60/150.8b5eab027ea8.png	375.0	2000000	0	
13999	False	Keeper of Dark	/static/img/monsters/40x40/151.dd7918728b7e.png	7197	4	Defensive Stance	316	151	1.0	11	Protector's Lore	1.0	293	1.0	83	316	83	1	None	1131	None	4	None	1	[]	1131	闇の番人	/static/img/monsters/60x60/151.586292d95bfb.png	375.0	2000000	0	
12018	False	Dragon Seed	/static/img/monsters/40x40/152.e62d380975bc.png	6661	2	None	10	152	1.0	1	None	1.0	293	1.0	10	10	10	1	None	10	None	2	None	1	[]	10	ドラゴンシード	/static/img/monsters/60x60/152.c56b27d33f5e.png	75.0	2000000	0	
13737	False	Dragon Plant	/static/img/monsters/40x40/153.7b0709b5b694.png	7263	3	None	50	153	1.0	1	None	1.0	293	1.0	50	50	50	1	None	50	None	2	None	1	[]	50	ドラゴンプラント	/static/img/monsters/60x60/153.3355d6f55d14.png	100.0	2000000	0	
10342	False	Dragon Flower	/static/img/monsters/40x40/154.744e0e1271a4.png	4430	4	None	100	154	1.0	1	None	1.0	293	1.0	100	100	100	1	None	100	None	2	None	1	[]	100	ドラゴンフラワー	/static/img/monsters/60x60/154.8e37775cf861.png	125.0	2000000	0	
10890	False	Rubylit	/static/img/monsters/40x40/155.3d2c7a762ef4.png	6312	2	None	5	155	1.0	1	None	1.0	293	1.0	80	5	80	1	None	10	None	0	None	1	[]	10	ルビリット	/static/img/monsters/60x60/155.1bb092f08250.png	75.0	2000000	0	
11122	False	Sapphilit	/static/img/monsters/40x40/156.6e08ef7558cf.png	6398	2	None	5	156	1.0	1	None	1.0	293	1.0	80	5	80	1	None	10	None	1	None	1	[]	10	サファリット	/static/img/monsters/60x60/156.bf6125656c1b.png	75.0	2000000	0	
11279	False	Emelit	/static/img/monsters/40x40/157.8a4d5985ae82.png	6399	2	None	5	157	1.0	1	None	1.0	293	1.0	80	5	80	1	None	10	None	2	None	1	[]	10	エメリット	/static/img/monsters/60x60/157.3a9bf05a5fb4.png	75.0	2000000	0	
11066	False	Topalit	/static/img/monsters/40x40/158.ecc0d847e34c.png	6394	2	None	5	158	1.0	1	None	1.0	293	1.0	80	5	80	1	None	10	None	3	None	1	[]	10	トパリット	/static/img/monsters/60x60/158.60ab9c8b7765.png	75.0	2000000	0	
11354	False	Amelit	/static/img/monsters/40x40/159.27c6d51267de.png	6465	2	None	5	159	1.0	1	None	1.0	293	1.0	80	5	80	1	None	10	None	4	None	1	[]	10	アメリット	/static/img/monsters/60x60/159.5deeb6b5bf29.png	75.0	2000000	0	
11115	False	Mythlit	/static/img/monsters/40x40/160.81a0ba5b7a55.png	6444	5	Smiles All Around	40	160	1.0	1	None	1.0	539	1.0	200	40	200	1	None	80	None	4	None	1	[]	80	ミスリット	/static/img/monsters/60x60/160.f003b7a6a9ce.png	5000.0	2000000	0	
11326	False	Red Evolution Mask	/static/img/monsters/40x40/161.569dfcd0f4e1.png	6315	1	None	50	161	1.0	1	None	1.0	293	1.0	1	50	1	1	None	10	None	0	None	1	[]	10	進化の赤仮面	/static/img/monsters/60x60/161.81521bf45e8c.png	50.0	2000000	0	
11387	False	Blue Evolution Mask	/static/img/monsters/40x40/162.1b943e89fd21.png	6376	1	None	50	162	1.0	1	None	1.0	293	1.0	1	50	1	1	None	10	None	1	None	1	[]	10	進化の青仮面	/static/img/monsters/60x60/162.35dc01efa82a.png	50.0	2000000	0	
11515	False	Green Evolution Mask	/static/img/monsters/40x40/163.2482e54d1c7e.png	6340	1	None	50	163	1.0	1	None	1.0	293	1.0	1	50	1	1	None	10	None	2	None	1	[]	10	進化の緑仮面	/static/img/monsters/60x60/163.61fd16e91a53.png	50.0	2000000	0	
11521	False	Yellow Evolution Mask	/static/img/monsters/40x40/164.528b2bbfc9fb.png	6325	1	None	50	164	1.0	1	None	1.0	293	1.0	1	50	1	1	None	10	None	3	None	1	[]	10	進化の黄仮面	/static/img/monsters/60x60/164.7e8d0b434bc6.png	50.0	2000000	0	
11520	False	Purple Evolution Mask	/static/img/monsters/40x40/165.d1c722cebbb7.png	6387	1	None	50	165	1.0	1	None	1.0	293	1.0	1	50	1	1	None	10	None	4	None	1	[]	10	進化の紫仮面	/static/img/monsters/60x60/165.a23a17a7222a.png	50.0	2000000	0	
9063	False	Crimson Demon Mask	/static/img/monsters/40x40/166.bc5cc153231a.png	3803	3	None	100	166	1.0	1	None	1.0	293	1.0	1	100	1	1	None	20	None	0	None	1	[]	20	朱色の鬼神面	/static/img/monsters/60x60/166.81220e8b1a29.png	100.0	2000000	0	
11758	False	Indigo Demon Mask	/static/img/monsters/40x40/167.1573b6c220af.png	6471	3	None	100	167	1.0	1	None	1.0	293	1.0	1	100	1	1	None	20	None	1	None	1	[]	20	蒼色の鬼神面	/static/img/monsters/60x60/167.54b29dfb91fd.png	100.0	2000000	0	
11755	False	Azure Demon Mask	/static/img/monsters/40x40/168.0dd73b5dcd2e.png	6425	3	None	100	168	1.0	1	None	1.0	293	1.0	1	100	1	1	None	20	None	2	None	1	[]	20	碧色の鬼神面	/static/img/monsters/60x60/168.50765afc223a.png	100.0	2000000	0	
11904	False	Golden Demon Mask	/static/img/monsters/40x40/169.73531af5c8b4.png	6482	3	None	100	169	1.0	1	None	1.0	293	1.0	1	100	1	1	None	20	None	3	None	1	[]	20	黄金の鬼神面	/static/img/monsters/60x60/169.d31f9b401c38.png	100.0	2000000	0	
11961	False	Violet Demon Mask	/static/img/monsters/40x40/170.568e453debdc.png	6538	3	None	100	170	1.0	1	None	1.0	293	1.0	1	100	1	1	None	20	None	4	None	1	[]	20	紫色の鬼神面	/static/img/monsters/60x60/170.e9b9674f416f.png	100.0	2000000	0	
9835	False	Divine Carmine Mask	/static/img/monsters/40x40/171.88fd8f79a673.png	4037	5	None	200	171	1.0	1	None	1.0	293	1.0	1	200	1	1	None	40	None	0	None	1	[]	40	神化の紅面	/static/img/monsters/60x60/171.8420f4b17c46.png	2000.0	2000000	0	
10017	False	Divine Indigo Mask	/static/img/monsters/40x40/172.a4a76467ae56.png	4119	5	None	200	172	1.0	1	None	1.0	293	1.0	1	200	1	1	None	40	None	1	None	1	[]	40	神化の蒼面	/static/img/monsters/60x60/172.894db5b3caf2.png	2000.0	2000000	0	
9860	False	Divine Jade Mask	/static/img/monsters/40x40/173.3832624acb95.png	4032	5	None	200	173	1.0	1	None	1.0	293	1.0	1	200	1	1	None	40	None	2	None	1	[]	40	神化の碧面	/static/img/monsters/60x60/173.b56513ec7259.png	2000.0	2000000	0	
9983	False	Divine Gold Mask	/static/img/monsters/40x40/174.62d5d3f3aef7.png	4132	5	None	200	174	1.0	1	None	1.0	293	1.0	1	200	1	1	None	40	None	3	None	1	[]	40	神化の金面	/static/img/monsters/60x60/174.3b50c6a89791.png	2000.0	2000000	0	
10077	False	Divine Onyx Mask	/static/img/monsters/40x40/175.34052fb503e2.png	4158	5	None	200	175	1.0	1	None	1.0	293	1.0	1	200	1	1	None	40	None	4	None	1	[]	40	神化の黒面	/static/img/monsters/60x60/175.641b7df2d0ca.png	2000.0	2000000	0	
