ASListID	AwokenSkillOne	AwokenSkillTwo	AwokenSkillThree	AwokenSkillFour	AwokenSkillFive	AwokenSkillSix	AwokenSkillSeven	AwokenSkillEight	AwokenSkillNine
1208	'Enhanced HP'	'Enhanced Water Orbs'	'Enhanced Attack'	'Enhanced Light Orbs'	NULL	NULL	NULL	NULL	NULL	
2278	'Enhanced Fire Orbs'	'Auto-Recover'	'Auto-Recover'	'Enhanced Fire Attribute'	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	NULL	NULL	
934	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
598	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
705	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
825	'Two-Pronged Attack'	'Enhanced Light Orbs'	'Enhanced HP'	NULL	NULL	NULL	NULL	NULL	NULL	
1093	'Reduce Light Damage'	'Reduce Wood Damage'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
654	'Enhanced Wood Attribute'	'Enhanced Heart Orbs'	'Enhanced Wood Attribute'	'Skill Boost'	'Machine Killer'	'Resistance-Skill Bind'	NULL	NULL	NULL	
788	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
779	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
497	'Reduce Light Damage'	'Reduce Dark Damage'	'Enhanced Heart Orbs'	'Resistance-Dark'	NULL	NULL	NULL	NULL	NULL	
97	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1630	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
517	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2880	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3095	'Resistance-Bind'	'Resistance-Bind'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	
2661	'Enhanced Dark Attribute'	'Recover Bind'	'Skill Boost'	'Resistance-Skill Bind'	'Skill Boost'	'Enhanced Dark Attribute'	'Extend Time'	'Two-Pronged Attack'	'Extend Time'	
3395	'Skill Boost'	'Enhanced Fire Attribute'	'Enhanced Fire Attribute'	'Extend Time'	'Resistance-Bind'	'Resistance-Bind'	NULL	NULL	NULL	
2746	'Two-Pronged Attack'	'Skill Boost'	'Enhanced Dark Attribute'	'Enhanced Wood Attribute'	'Extend Time'	'Resistance-Skill Bind'	'Enhanced Dark Attribute'	'Dragon Killer'	NULL	
1165	'Enhanced Light Attribute'	'Resistance-Bind'	'Auto-Recover'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	
127	'Recover Bind'	'Auto-Recover'	'Resistance-Bind'	'Resistance-Bind'	NULL	NULL	NULL	NULL	NULL	
1856	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3513	'Skill Boost'	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	'Extend Time'	'Reduce Dark Damage'	'Reduce Dark Damage'	'Reduce Dark Damage'	'Enhanced Combo'	
1897	'Two-Pronged Attack'	'Resistance-Bind'	'Skill Boost'	'Resistance-Bind'	NULL	NULL	NULL	NULL	NULL	
1954	'Extend Time'	'Skill Boost'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Skill Boost'	'Enhanced Fire Orbs'	'Resistance-Skill Bind'	'Extend Time'	NULL	
288	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2834	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
889	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Dark'	'Enhanced Fire Attribute'	'Devil Killer'	'Resistance-Skill Bind'	NULL	NULL	NULL	
2838	'Resistance-Dark'	'Resistance-Dark'	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	'Extend Time'	NULL	NULL	
640	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1586	'Two-Pronged Attack'	'Skill Boost'	'Extend Time'	'Two-Pronged Attack'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	
2725	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1368	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
744	'Enhanced HP'	'Enhanced Attack'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2269	'Enhanced Wood Attribute'	'Resistance-Skill Bind'	'Skill Boost'	'Enhanced Wood Attribute'	NULL	NULL	NULL	NULL	NULL	
188	'Reduce Light Damage'	'Enhanced Light Orbs'	'Enhanced Attack'	NULL	NULL	NULL	NULL	NULL	NULL	
651	'Enhanced HP'	'Enhanced Heal'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
2722	'Two-Pronged Attack'	'Enhanced Fire Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
3449	'Extend Time'	'Resistance-Skill Bind'	'Skill Boost'	'Resistance-Skill Bind'	'Skill Boost'	'Extend Time'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Extend Time'	
1643	'Skill Boost'	'Resistance-Bind'	'Resistance-Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
3556	'Enhanced Light Orbs'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Skill Boost'	'Extend Time'	'Extend Time'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	'Enhanced Combo'	
2658	'Enhanced Water Attribute'	'Recover Bind'	'Skill Boost'	'Resistance-Skill Bind'	'Enhanced Water Attribute'	'Resistance-Skill Bind'	'Extend Time'	'Enhanced Water Attribute'	'Two-Pronged Attack'	
3304	'Two-Pronged Attack'	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Extend Time'	NULL	NULL	NULL	NULL	NULL	
2883	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
643	'Enhanced Dark Attribute'	'Skill Boost'	'Enhanced Dark Attribute'	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	NULL	NULL	NULL	
137	'Enhanced Wood Orbs'	'Two-Pronged Attack'	'Resistance-Bind'	'Resistance-Bind'	NULL	NULL	NULL	NULL	NULL	
2108	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2396	'Enhanced Dark Attribute'	'Enhanced Heart Orbs'	'Enhanced Dark Attribute'	'Skill Boost'	'Resistance-Skill Bind'	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Two-Pronged Attack'	NULL	
1762	'Skill Boost'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
574	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Two-Pronged Attack'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	
764	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
614	'Reduce Light Damage'	'Enhanced Light Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1745	'Enhanced Light Attribute'	'Enhanced Water Attribute'	'Extend Time'	'Skill Boost'	'Dragon Killer'	'Resistance-Skill Bind'	NULL	NULL	NULL	
2832	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1981	'Enhanced Wood Attribute'	'Skill Boost'	'Reduce Wood Damage'	'Reduce Wood Damage'	'Reduce Wood Damage'	'Reduce Wood Damage'	NULL	NULL	NULL	
2967	'Resistance-Bind'	'Resistance-Bind'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
762	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2643	'Skill Boost'	'Enhanced Water Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
553	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
639	'Skill Boost'	'Enhanced Dark Attribute'	'Skill Boost'	'Enhanced Dark Attribute'	NULL	NULL	NULL	NULL	NULL	
801	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
902	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
782	'Enhanced Fire Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1683	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3598	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	'Skill Boost'	'Skill Boost'	'Enhanced Dark Orbs'	'Resistance-Bind'	'Resistance-Bind'	
2448	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1139	'Two-Pronged Attack'	'Reduce Fire Damage'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2521	'Resistance-Poison'	'Enhanced Wood Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1129	'Two-Pronged Attack'	'Enhanced Dark Attribute'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
2777	'Two-Pronged Attack'	'Two-Pronged Attack'	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Skill Boost'	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Enhanced Fire Attribute'	'Enhanced Fire Attribute'	
2791	'Enhanced Light Attribute'	'Enhanced Dark Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2036	'Enhanced Water Orbs'	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Recover Bind'	'Resistance-Skill Bind'	
1207	'Enhanced Dark Attribute'	'Skill Boost'	'Two-Pronged Attack'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	
1538	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
408	'Enhanced Fire Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3060	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	'Skill Boost'	'Skill Boost'	'God Killer'	
2335	'Auto-Recover'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2962	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	
2784	'Enhanced Fire Orbs'	'Enhanced Fire Attribute'	'Enhanced Fire Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
3313	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1245	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
925	'Enhanced HP'	'Enhanced HP'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3551	'Resistance-Bind'	'Resistance-Bind'	'Recover Bind'	'Skill Boost'	'Resistance-Skill Bind'	'Multi Boost'	NULL	NULL	NULL	
394	'Two-Pronged Attack'	'Auto-Recover'	'Skill Boost'	'Enhanced Light Attribute'	'Devil Killer'	'Resistance-Skill Bind'	NULL	NULL	NULL	
46	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
766	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1588	'Skill Boost'	'Resistance-Bind'	'Extend Time'	'Resistance-Bind'	'Skill Boost'	'Extend Time'	NULL	NULL	NULL	
2136	'Enhanced Fire Orbs'	'Enhanced Water Orbs'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Skill Boost'	
2096	'Enhanced Water Attribute'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Skill Boost'	'Multi Boost'	NULL	NULL	NULL	
1515	'Enhanced Heart Orbs'	'Auto-Recover'	'Recover Bind'	'Enhanced Dark Attribute'	'Resistance-Skill Bind'	'Auto-Recover'	'Resistance-Bind'	'Resistance-Bind'	NULL	
1602	'Enhanced Water Orbs'	'Skill Boost'	'Enhanced Water Orbs'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	
830	'Skill Boost'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1468	'Enhanced Dark Orbs'	'Extend Time'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
21	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3542	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3322	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2303	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
401	'Resistance-Dark'	'Skill Boost'	'Enhanced Water Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
440	'Enhanced Wood Attribute'	'Auto-Recover'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	NULL	
2606	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
819	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2149	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
218	'Enhanced Wood Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3006	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Skill Boost'	'Extend Time'	'Recover Bind'	NULL	NULL	NULL	NULL	
2494	'Skill Boost'	'Resistance-Bind'	'Resistance-Bind'	'Enhanced Water Orbs'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Two-Pronged Attack'	NULL	NULL	
252	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2142	'Resistance-Skill Bind'	'Extend Time'	'Skill Boost'	'Enhanced Light Orbs'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Enhanced Heart Orbs'	NULL	NULL	
2016	'Two-Pronged Attack'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Skill Bind'	'Enhanced Wood Attribute'	NULL	NULL	NULL	
1193	'Two-Pronged Attack'	'Enhanced Wood Attribute'	'Skill Boost'	'Resistance-Poison'	'Resistance-Poison'	'Resistance-Poison'	'Attacker Killer'	'God Killer'	NULL	
2443	'Enhanced Water Attribute'	'Enhanced Water Attribute'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Skill Boost'	'Extend Time'	'Resistance-Skill Bind'	NULL	NULL	
1366	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
297	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2275	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
138	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2657	'Enhanced Fire Attribute'	'Recover Bind'	'Skill Boost'	'Resistance-Skill Bind'	'Skill Boost'	'Skill Boost'	'Extend Time'	'Enhanced Fire Attribute'	'Enhanced Fire Attribute'	
1766	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2713	'Skill Boost'	'Skill Boost'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	'Physical Killer'	'God Killer'	NULL	NULL	NULL	
1306	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1185	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
205	'Auto-Recover'	'Enhanced Heal'	'Extend Time'	NULL	NULL	NULL	NULL	NULL	NULL	
1325	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
199	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
37	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2671	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3206	'Two-Pronged Attack'	'Extend Time'	'Skill Boost'	'Skill Boost'	'Resistance-Skill Bind'	'Multi Boost'	NULL	NULL	NULL	
3329	'Skill Boost'	'Extend Time'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	NULL	
3025	'Skill Boost'	'Skill Boost'	'Enhanced Combo'	'Physical Killer'	'Machine Killer'	NULL	NULL	NULL	NULL	
908	'Resistance-Bind'	'Resistance-Jammers'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3037	'Skill Boost'	'Skill Boost'	'Skill Boost'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	
605	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1870	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2053	'Enhanced Water Attribute'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2066	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1691	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
216	'Enhanced Fire Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
260	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2235	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Dark'	'Enhanced Fire Attribute'	'Resistance-Skill Bind'	'Enhanced Fire Attribute'	'Enhanced Fire Attribute'	NULL	NULL	
1956	'Resistance-Poison'	'Enhanced Wood Orbs'	'Two-Pronged Attack'	'Auto-Recover'	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Bind'	'Resistance-Bind'	NULL	
2582	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2524	'Enhanced Light Orbs'	'Enhanced Fire Orbs'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
1705	'Resistance-Bind'	'Resistance-Bind'	'Extend Time'	'Extend Time'	'Recover Bind'	'Skill Boost'	'Devil Killer'	'Physical Killer'	NULL	
1671	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3202	'Extend Time'	'Extend Time'	'Extend Time'	'Skill Boost'	'Resistance-Skill Bind'	'Multi Boost'	NULL	NULL	NULL	
2795	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1646	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
1416	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2760	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Healer Killer'	NULL	
3012	'Skill Boost'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Extend Time'	'Extend Time'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	NULL	
586	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3035	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Resistance-Skill Bind'	'Attacker Killer'	NULL	NULL	NULL	NULL	
1769	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1749	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
63	'Skill Boost'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1102	'Resistance-Bind'	'Auto-Recover'	'Auto-Recover'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	
108	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1145	'Two-Pronged Attack'	'Reduce Light Damage'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
703	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1820	'Enhanced Dark Orbs'	'Enhanced Dark Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2337	'Enhanced Light Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1163	'Enhanced Light Attribute'	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	
1288	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1651	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
768	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1350	'Two-Pronged Attack'	'Resistance-Poison'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
717	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
181	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
68	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3237	'Two-Pronged Attack'	'Skill Boost'	'Two-Pronged Attack'	'Skill Boost'	'Dragon Killer'	NULL	NULL	NULL	NULL	
984	'Two-Pronged Attack'	'Enhanced Fire Orbs'	'Enhanced Attack'	NULL	NULL	NULL	NULL	NULL	NULL	
962	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1735	'Enhanced Light Attribute'	'Recover Bind'	'Skill Boost'	'Resistance-Skill Bind'	'Skill Boost'	'Enhanced Light Attribute'	'Extend Time'	NULL	NULL	
2445	'Enhanced Fire Attribute'	'Skill Boost'	'Enhanced Dark Attribute'	'Enhanced Fire Attribute'	'Resistance-Skill Bind'	'Extend Time'	'Enhanced Dark Attribute'	'Enhanced Fire Attribute'	'Enhanced Fire Attribute'	
1748	'Enhanced Dark Orbs'	'Resistance-Dark'	'Skill Boost'	'Enhanced Dark Attribute'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Enhanced Wood Orbs'	'Resistance-Dark'	'Resistance-Skill Bind'	
309	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2020	'Two-Pronged Attack'	'Two-Pronged Attack'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	NULL	
1202	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2315	'Skill Boost'	'Enhanced Dark Orbs'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Enhanced Dark Orbs'	'Skill Boost'	NULL	NULL	NULL	
826	'Two-Pronged Attack'	'Enhanced Dark Orbs'	'Enhanced HP'	NULL	NULL	NULL	NULL	NULL	NULL	
3531	'Skill Boost'	'Enhanced Fire Attribute'	'Skill Boost'	'Enhanced Fire Attribute'	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Extend Time'	'Two-Pronged Attack'	NULL	
1282	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1919	'Guard Break'	'Enhanced Attack'	'Skill Boost'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Extend Time'	'Extend Time'	NULL	NULL	
1107	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
564	'Two-Pronged Attack'	'Enhanced Dark Attribute'	'Skill Boost'	'Resistance-Dark'	NULL	NULL	NULL	NULL	NULL	
333	'Enhanced Wood Attribute'	'Skill Boost'	'Enhanced Wood Attribute'	'Dragon Killer'	'Devil Killer'	NULL	NULL	NULL	NULL	
2957	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Reduce Dark Damage'	'Reduce Dark Damage'	'Reduce Dark Damage'	'Skill Boost'	
2970	'Resistance-Skill Bind'	'Extend Time'	'Skill Boost'	'Enhanced Light Orbs'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Enhanced Heart Orbs'	'Enhanced Light Orbs'	'Enhanced Fire Orbs'	
2394	'Enhanced Wood Attribute'	'Enhanced Heart Orbs'	'Enhanced Wood Attribute'	'Skill Boost'	'Two-Pronged Attack'	'Enhanced Wood Attribute'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	NULL	
159	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
642	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1676	'Enhanced Light Attribute'	'Two-Pronged Attack'	'Skill Boost'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	
616	'Reduce Dark Damage'	'Enhanced Dark Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
430	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2627	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2971	'Resistance-Skill Bind'	'Extend Time'	'Skill Boost'	'Extend Time'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Enhanced Heart Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	
210	'Auto-Recover'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2625	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2310	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
956	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
388	'Resistance-Bind'	'Resistance-Jammers'	'Resistance-Jammers'	'Resistance-Bind'	'Devil Killer'	'Dragon Killer'	NULL	NULL	NULL	
557	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2563	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	NULL	NULL	NULL	NULL	
1227	'Enhanced Water Orbs'	'Two-Pronged Attack'	'Enhanced Water Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
96	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1988	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
352	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2059	'Skill Boost'	'Enhanced Dark Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2772	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
166	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
48	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3345	'Two-Pronged Attack'	'Two-Pronged Attack'	'Extend Time'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	
2680	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2271	'Two-Pronged Attack'	'Extend Time'	'Skill Boost'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	
2817	'Enhanced Water Orbs'	'Resistance-Bind'	'Resistance-Bind'	'Recover Bind'	'Skill Boost'	'Enhanced Water Attribute'	NULL	NULL	NULL	
1700	'Skill Boost'	'Enhanced Dark Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1502	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1119	'Enhanced Light Attribute'	'Enhanced Light Orbs'	'Resistance-Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
1836	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
929	'Enhanced Wood Orbs'	'Enhanced Heal'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1535	'Recover Bind'	'Auto-Recover'	'Resistance-Bind'	'Resistance-Bind'	'Enhanced Heart Orbs'	'Skill Boost'	'Enhanced Wood Attribute'	'Enhanced Wood Orbs'	'Resistance-Skill Bind'	
3398	'Resistance-Bind'	'Resistance-Bind'	'Recover Bind'	'Skill Boost'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	NULL	NULL	NULL	
