MonsterID	MonsterName	MonsterNameJP	Rarity	AttributeOne	AttributeTwo	MonsterTypeOne	MonsterTypeTwo	MaxLevel	MaxHP	MaxATK	MaxRCV	NumOfAwokenSkills	UNKNOWN	LeaderSkillDesc	MonsterCost	ActiveSkillMaxCoolDown	ActiveSkillMaxLevel	ExperienceScale	MonsterTypeThree	UNKNOWNTWO
205	Witch of the Night, Lilith	常夜の魔女・リリス	5	5	0	4	9	99	1277	1088	638	3	15	Increases time limit of orb movement by 3 seconds.	13	15	6	400	0	0	
206	Mars Light Carbuncle	マーズライトカーバンクル	4	1	0	4	0	70	990	583	450	2	13	Heal RCV x0.5 as HP after every orbs elimination.	8	10	8	150	0	0	
207	Mercury Light Carbuncle	マーキュライトカーバンクル	4	2	0	4	0	70	1035	557	480	2	13	Heal RCV x0.5 as HP after every orbs elimination.	8	10	8	150	0	0	
208	Earth Light Carbuncle	アースライトカーバンクル	4	3	0	4	0	70	945	572	465	2	13	Heal RCV x0.5 as HP after every orbs elimination.	8	10	8	150	0	0	
209	Sunlight Carbuncle	サンライトカーバンクル	4	4	0	4	0	70	900	530	474	2	13	Heal RCV x0.5 as HP after every orbs elimination.	8	10	8	150	0	0	
210	Moonlight Carbuncle	ムーンライトカーバンクル	4	5	0	4	0	70	855	546	456	2	13	Heal RCV x0.5 as HP after every orbs elimination.	8	10	8	150	0	0	
211	Meteor Volcano Dragon	メテオボルケーノドラゴン	5	1	0	1	0	99	2825	1330	186	3	17	50% Fire damage reduction.	15	15	10	400	0	0	
212	Crystal Aurora Dragon	クリスタルオーロラドラゴン	5	2	0	1	0	99	3055	1264	202	3	17	50% Water damage reduction.	15	15	10	400	0	0	
213	Graviton Earth Dragon	グラビトンアースドラゴン	5	3	0	1	0	99	3010	1280	218	3	17	50% Wood damage reduction.	15	15	10	400	0	0	
214	Lightning Holy Dragon	ライトニングホーリードラゴン	5	4	0	1	0	99	2895	1294	234	3	17	50% Light damage reduction.	15	15	10	400	0	0	
215	Chaos Devil Dragon	カオスデビルドラゴン	5	5	0	1	9	99	2940	1316	172	3	17	50% Dark damage reduction.	15	15	10	400	0	0	
216	Red Skydragon, El Dorado	緋天龍・エルドラド	6	1	0	1	0	99	1612	1816	244	2	11	Fire attribute cards ATK x2. Increases time limit of orb movement by 2 seconds.	25	10	9	400	0	0	
217	Blue Skydragon, Nirai Kanai	蒼天龍・ニライカナイ	6	2	0	1	0	99	1581	1857	226	2	11	Water attribute cards ATK x2.	25	10	9	400	0	0	
218	Wood Skydragon, Horai	樹天龍・ホウライ	6	3	0	1	0	99	1637	1804	250	2	11	Wood attribute cards ATK x2.	25	10	9	400	0	0	
219	Holy Skydragon, Shangri-La	聖天龍・シャングリラ	6	4	0	1	0	99	1576	1755	228	2	11	Light attribute cards ATK x2.	25	10	8	400	0	0	
220	Night Skydragon, Elysion	夜天龍・エリュシオン	6	5	0	1	0	99	1591	1771	222	2	11	Dark attribute cards ATK x2.	25	10	8	400	0	0	
221	Berserk	ベルセルク	4	2	0	3	0	50	1624	705	46	0	22	Physical type cards ATK x2.	7	11	7	150	0	0	
222	Siegfried, the Blue Champion	蒼剣の覇王・ジークフリート	5	2	0	3	0	70	2242	1207	99	0	22	Physical type cards ATK x2.5.	15	11	7	400	0	0	
223	Highlander	ハイランダー	4	3	0	2	0	50	906	752	165	0	23	Balanced type cards HP x1.5.	7	11	7	150	0	0	
224	Cu Chulainn, the Green Lancer	碧槍の英雄・クーフーリン	5	3	0	2	0	70	1724	1286	286	0	23	Balanced type cards HP x2.5.	15	11	7	400	0	0	
225	Valkyrie	ワルキューレ	4	4	0	4	0	50	1000	555	256	0	22	Healer type cards ATK x2.	6	11	7	150	0	0	
226	Great Valkyrie	白盾の女神・ヴァルキリー	5	4	0	4	0	70	1810	1050	477	0	22	Healer type cards ATK x2.5.	15	11	7	400	0	0	
227	Dragon Fruit	ドラゴンフルーツ	5	3	0	7	0	1	300	300	300	0	0	..	1	16	6	150	0	0	
228	Mastering	マスターリング	5	1	0	3	0	99	4500	1200	200	2	23	Physical type cards HP x2.5.	50	12	7	400	0	0	
229	Phoenix Knight Homura	フェニックスナイト・ホムラ	5	1	0	2	0	99	2234	1173	389	3	24	Balanced type cards RCV x2.5.	14	9	5	300	0	0	
230	Fenrir Knight Kamui	フェンリルナイト・カムイ	5	2	0	2	0	99	2037	1253	326	3	22	Balanced type cards ATK x2.5.	14	9	5	300	0	0	
231	Ancient Dragon Knight	エンシェントドラゴンナイト	5	3	0	1	0	99	2138	1212	336	3	22	Dragon type cards ATK x2.5.	14	9	5	300	0	0	
232	Verche, the Knight of the Sky	天空の騎士・ヴァーチェ	5	4	0	6	2	99	2079	1197	378	3	22	God type cards ATK x2.	14	9	5	300	0	0	
233	Chaos Dragon Knight	カオスドラゴンナイト	5	5	0	1	0	99	2197	1236	315	3	23	Dragon type cards HP x2.	14	9	5	300	0	0	
234	Mystic Mask	神秘の仮面	5	4	0	7	0	1	300	300	300	0	0	..	1	11	6	200	0	0	
236	Shiva	シヴァ	5	1	0	6	0	50	1982	1075	92	0	28	Fire attribute cards ATK x1.5, RCV x1.5.	20	22	12	400	0	1	
237	Shiva, the Destroyer	破壊神・シヴァ	6	1	1	6	0	99	3331	1452	125	4	29	Fire attribute cards HP x1.5, ATK x1.5, RCV x1.5.	25	22	12	400	0	0	
238	Lakshmi	ラクシュミー	5	2	0	6	0	50	1308	916	489	0	28	Water attribute cards ATK x1.5, RCV x1.5.	20	23	14	400	0	1	
239	Fortune Deity Lakshmi	幸運の女神・ラクシュミー	6	2	2	6	0	99	2197	1236	660	4	29	Water attribute cards HP x1.5, ATK x1.5, RCV x1.5.	25	23	14	400	0	0	
240	Parvati	パールヴァティー	5	3	0	6	0	50	1632	1004	328	0	28	Wood attribute cards ATK x1.5, RCV x1.5.	20	11	7	400	0	1	
241	Parvati, the Golden Goddess	金色の女神・パールヴァティー	6	3	3	6	0	99	2743	1356	443	4	29	Wood attribute cards HP x1.5, ATK x1.5, RCV x1.5.	25	11	7	400	0	0	
242	Indra	インドラ	5	4	0	6	0	50	2054	1012	162	0	30	Dragon & God type cards HP x1.5.	20	20	6	400	0	1	
243	Thunderdragon Indra	雷霆龍・インドラ	6	4	4	6	0	99	3450	1367	219	4	30	Dragon & God type cards HP x2.	25	20	6	400	0	0	
244	Vritra	ヴリトラ	5	5	0	6	0	50	2182	981	82	0	31	Dragon & God type cards ATK x1.5.	20	15	9	400	0	1	
245	Darkdragon Vritra	暗黒龍・ヴリトラ	6	5	5	6	0	99	3667	1325	111	4	31	Dragon & God type cards ATK x2.	25	15	9	400	0	0	
246	Dub-rubylit	ダブルビリット	5	1	0	7	0	1	500	500	200	0	0	..	1	0	0	200	0	0	
247	Dub-sapphilit	ダブサファリット	5	2	0	7	0	1	500	500	200	0	0	..	1	0	0	200	0	0	
248	Dub-emelit	ダブエメリット	5	3	0	7	0	1	500	500	200	0	0	..	1	0	0	200	0	0	
249	Dub-topalit	ダブトパリット	5	4	0	7	0	1	500	500	200	0	0	..	1	0	0	200	0	0	
250	Dub-amelit	ダブアメリット	5	5	0	7	0	1	500	500	200	0	0	..	1	0	0	200	0	0	
251	Dub-mythlit	ダブミスリット	6	5	0	7	0	1	1000	800	300	0	0	..	1	11	6	200	0	0	
252	Ruby Dragon	ルビードラゴン	3	1	0	8	0	1	100	20	5	0	0	..	1	0	0	150	0	0	
253	High Ruby Dragon	ハイルビードラゴン	4	1	0	8	0	1	250	30	10	0	0	..	1	12	6	150	0	0	
254	King Ruby Dragon	キングルビードラゴン	5	1	0	8	0	1	500	40	15	0	0	..	1	11	6	150	0	0	
255	Sapphire Dragon	サファイアドラゴン	3	2	0	8	0	1	100	20	5	0	0	..	1	0	0	150	0	0	
256	High Sapphire Dragon	ハイサファイアドラゴン	4	2	0	8	0	1	250	30	10	0	0	..	1	12	6	150	0	0	
257	King Sapphire Dragon	キングサファイアドラゴン	5	2	0	8	0	1	500	40	15	0	0	..	1	11	6	150	0	0	
258	Emerald Dragon	エメラルドドラゴン	3	3	0	8	0	1	100	20	5	0	0	..	1	0	0	150	0	0	
259	High Emerald Dragon	ハイエメラルドドラゴン	4	3	0	8	0	1	250	30	10	0	0	..	1	12	6	150	0	0	
260	King Emerald Dragon	キングエメラルドドラゴン	5	3	0	8	0	1	500	40	15	0	0	..	1	11	6	150	0	0	
261	Super King Metal Dragon	超キングメタルドラゴン	6	5	0	8	0	1	1000	500	100	0	0	..	1	16	9	200	0	0	
262	Flame Chimera	フレイムキメラ	3	1	0	5	0	25	403	715	63	0	0	..	7	10	6	200	0	0	
263	Magma Chimera	マグマキマイラ	4	1	0	5	0	70	741	1352	86	0	0	..	10	26	23	200	0	0	
264	Bubble Chimera	バブルキメラ	3	2	0	5	0	25	408	708	69	0	0	..	7	10	6	200	0	0	
265	Deep Chimera	ディープキマイラ	4	2	0	5	0	70	750	1338	93	0	0	..	10	26	23	200	0	0	
266	Leaf Chimera	リーフキメラ	3	3	0	5	0	25	419	700	78	0	0	..	7	10	6	200	0	0	
267	Flower Chimera	フラワーキマイラ	4	3	0	5	0	70	771	1323	105	0	0	..	10	29	23	200	0	0	
268	Volt Chimera	ボルトキメラ	3	4	0	5	0	25	390	703	74	0	0	..	7	10	6	200	0	0	
269	Thunder Chimera	サンダーキマイラ	4	4	0	5	0	70	718	1329	101	0	0	..	10	29	22	200	0	0	
270	Mist Chimera	ミストキメラ	3	5	0	5	0	25	413	695	65	0	0	..	7	10	6	200	0	0	
271	Fog Chimera	フォッグキマイラ	4	5	0	5	0	70	759	1315	89	0	0	..	10	26	23	200	0	0	
272	Baby Match	ベビーマッチ	2	1	0	5	0	15	25	325	25	0	33	Turn orb sound effects into Taiko noises.	5	0	0	100	0	0	
273	Baby Match Plus	ベビーマッチプラス	3	1	0	5	0	50	100	1765	75	2	33	Turn orb sound effects into Taiko noises.	10	10	8	150	0	0	
274	Devil Mermaid	アクマーメイド	2	2	0	4	0	15	130	114	212	0	33	Turn orb sound effects into Taiko noises.	5	0	0	100	0	0	
275	Devil Mermaid Plus	アクマーメイドプラス	3	2	0	4	0	50	386	289	765	2	33	Turn orb sound effects into Taiko noises.	10	20	11	150	0	0	
276	Buzz Cut Goblin	ごぶがりゴブリン	2	3	0	3	0	15	632	189	0	0	33	Turn orb sound effects into Taiko noises.	5	0	0	100	0	0	
277	Buzz Cut Goblin Plus	ごぶがりゴブリンプラス	3	3	0	3	0	50	2765	342	0	2	33	Turn orb sound effects into Taiko noises.	10	20	6	150	0	0	
278	Note Reaper	音符のしにがみ	2	5	0	2	0	15	222	222	66	0	33	Turn orb sound effects into Taiko noises.	5	0	0	100	0	0	
279	Note Reaper Plus	音符のしにがみプラス	3	5	0	2	0	50	765	765	222	2	33	Turn orb sound effects into Taiko noises.	10	15	6	150	0	0	
280	Don-chan	どんちゃん	3	4	0	4	0	50	1224	235	400	0	33	Turn orb sound effects into Taiko noises.	5	10	6	100	0	0	
281	Brave Don-chan	勇者どんちゃん	4	4	0	4	0	70	765	357	365	0	33	Turn orb sound effects into Taiko noises.	10	10	6	150	0	0	
282	Brave Don-chan Plus	勇者どんちゃんプラス	5	4	0	4	0	99	1765	555	765	2	33	Turn orb sound effects into Taiko noises.	15	10	6	300	0	0	
283	Fire Mechdragon, Betelgeuse	砲炎機龍・ベテルギウス	6	1	0	1	12	99	4307	1590	105	2	11	Fire attribute cards ATK x2. Increases time limit of orb movement by 2 seconds.	25	20	16	400	0	0	
284	Ice Mechdragon, Aldebaran	氷砕機龍・アルデバラン	6	2	0	1	12	99	4347	1571	112	2	11	Water attribute cards ATK x2.	25	20	16	400	0	0	
285	Wind Mechdragon, Canopus	旋風機龍・カノープス	6	3	0	1	12	99	4126	1552	119	2	11	Wood attribute cards ATK x2.	25	20	16	400	0	0	
286	Noble Mechdragon, Regulus	皇爪機龍・レグルス	6	4	0	1	12	99	4058	1533	126	2	11	Light attribute cards ATK x2.	25	20	16	400	0	0	
287	Annihilate Mechdragon, Hadar	殲滅機龍・ハダル	6	5	0	1	12	99	4018	1609	98	2	11	Dark attribute cards ATK x2.	25	20	16	400	0	0	
288	Drall	ドラール	3	1	0	1	0	15	431	166	100	0	36	30% Fire & Wood damage reduction.	5	11	7	150	0	0	
289	Agdrall	アグドラール	4	1	0	1	0	35	725	373	180	0	36	30% Fire & Wood damage reduction.	10	11	7	200	0	0	
290	Flare Drall	フレアドラール	5	1	0	1	0	99	2146	840	324	3	36	50% Fire & Wood damage reduction.	15	11	7	300	0	0	
291	Shardra	シャードラ	3	2	0	1	0	15	441	170	96	0	36	30% Water & Fire damage reduction.	5	11	7	150	0	0	
292	Shardran	シャードラン	4	2	0	1	0	35	741	383	172	0	36	30% Water & Fire damage reduction.	10	11	7	200	0	0	
293	Megalodran	メガロドラン	5	2	0	1	0	99	2194	863	310	3	36	50% Water & Fire damage reduction.	15	11	7	300	0	0	
294	Toytops	トイトプス	3	3	0	1	0	15	483	160	92	0	36	30% Wood & Water damage reduction.	5	11	7	150	0	0	
295	Toyceratops	トイケラトプス	4	3	0	1	0	35	811	360	166	0	36	30% Wood & Water damage reduction.	10	11	7	200	0	0	
296	Fortoytops	フォートトイトプス	5	3	0	1	0	99	2401	810	298	3	36	50% Wood & Water damage reduction.	15	11	7	300	0	0	
297	Fairlio	フェリオ	3	4	0	1	0	15	437	154	111	0	36	30% Light & Wood damage reduction.	5	11	7	150	0	0	
298	Fairlion	フェアリオン	4	4	0	1	0	35	735	348	200	0	36	30% Light & Wood damage reduction.	10	11	7	200	0	0	
299	Angelion	エンジェリオン	5	4	0	1	0	99	2176	783	360	3	36	50% Light & Wood damage reduction.	15	11	7	300	0	0	
300	Pierdra	ピエドラ	3	5	0	1	0	15	420	164	105	0	36	30% Dark & Water damage reduction.	5	11	7	150	0	0	
301	Pierdrawn	ピエドラウン	4	5	0	1	0	35	706	370	190	0	36	30% Dark & Water damage reduction.	10	11	7	200	0	0	
302	Drawn Joker	ドラウンジョーカー	5	5	0	1	9	99	2091	833	342	3	36	50% Dark & Water damage reduction.	15	11	7	300	0	0	
303	Fire Pengdra	ホノペンドラ	2	1	0	8	0	10	258	180	126	0	0	..	4	0	0	100	0	0	
304	Ruby Pengdra	ルビペンドラ	3	1	0	8	0	1	387	270	189	0	0	..	5	11	7	100	0	0	
305	Water Pengdra	ペンペンドラ	2	2	0	8	0	10	249	190	120	0	0	..	4	0	0	100	0	0	
306	Sapphire Pengdra	サファペンドラ	3	2	0	8	0	1	374	285	180	0	0	..	5	11	7	100	0	0	
307	Wood Pengdra	ジュペンドラ	2	3	0	8	0	10	240	184	132	0	0	..	4	0	0	100	0	0	
308	Emerald Pengdra	エメペンドラ	3	3	0	8	0	1	360	276	198	0	0	..	5	11	7	100	0	0	
309	Super King Gold Dragon	超キングゴールドドラゴン	6	4	0	8	0	1	1000	500	100	0	0	..	1	16	9	200	0	0	
310	Ice Samurai Ogre	氷のサムライオーガ	4	1	2	3	9	50	1875	888	8	2	14	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	11	15	6	150	0	0	
311	Wood Samurai Ogre	樹のサムライオーガ	4	1	3	3	9	50	1875	888	8	2	14	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	11	15	6	150	0	0	
312	Blazing Ice Ogre	炎のアイスオーガ	4	2	1	3	9	50	2000	875	8	2	14	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	11	15	6	150	0	0	
313	Wood Ice Ogre	樹のアイスオーガ	4	2	3	3	9	50	2000	875	8	2	14	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	11	15	6	150	0	0	
314	Flame Armor Ogre	炎のアーマーオーガ	4	3	1	3	9	50	1938	856	8	2	14	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	11	15	6	150	0	0	
315	Ice Armor Ogre	氷のアーマーオーガ	4	3	2	3	9	50	1938	856	8	2	14	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	11	15	6	150	0	0	
316	Flame Mech Warrior, Jotunn	炎の機神兵・ヨトゥン	5	1	0	3	12	99	5074	915	6	3	41	25% chance to deal counter Fire damage of 10x damage taken.	17	20	6	300	0	0	
317	Water Mech Warrior, Midgard	水の機神兵・ミズガルズ	5	2	0	3	12	99	5107	896	8	3	41	25% chance to deal counter Water damage of 10x damage taken.	17	20	6	300	0	0	
318	Wood Mech Warrior, Asgard	木の機神兵・アースガル	5	3	0	3	12	99	5088	907	8	3	41	25% chance to deal counter Wood damage of 10x damage taken.	17	20	6	300	0	0	
319	Machine Golem Mk.III	マシンゴーレムMk-III	5	4	0	3	12	99	4135	1086	10	3	41	50% chance to deal counter Light damage of 5x damage taken.	18	17	8	300	0	0	
320	Dark Golem Mk.III	ダークゴーレムMk-III	5	5	0	3	12	99	4045	1119	10	3	41	50% chance to deal counter Dark damage of 5x damage taken.	18	17	8	300	0	0	
321	Keeper of Rainbow	虹の番人	6	5	0	7	0	1	3126	1056	157	0	16	10% all damage reduction.	25	19	16	150	0	0	
322	Blue Flame Ifrit	蒼炎星・イフリート	6	1	2	1	5	99	2527	1688	220	3	129	Fire & Water attribute cards HP x1.5, ATK x2.	20	26	23	400	0	0	
323	Green Flame Ifrit	碧炎星・イフリート	6	1	3	1	2	99	2477	1488	360	3	129	Fire & Wood attribute cards HP x1.5, ATK x2.	20	26	23	400	0	0	
324	Shining Flame Ifrit	輝炎星・イフリート	6	1	4	1	4	99	2427	1238	510	3	129	Fire & Light attribute cards HP x1.5, ATK x2.	20	26	23	400	0	0	
325	Dark Flame Ifrit	黒炎星・イフリート	6	1	5	1	9	99	2627	1588	250	3	129	Fire & Dark attribute cards HP x1.5, ATK x2.	20	29	23	400	0	0	
326	Red Ice Leviathan	紅氷星・リヴァイアサン	6	2	1	1	5	99	2609	1655	231	3	129	Fire & Water attribute cards HP x1.5, ATK x2.	20	26	23	400	0	0	
327	Green Ice Leviathan	碧氷星・リヴァイアサン	6	2	3	1	2	99	2709	1405	351	3	129	Water & Wood attribute cards HP x1.5, ATK x2.	20	29	23	400	0	0	
328	Shining Ice Leviathan	輝氷星・リヴァイアサン	6	2	4	1	3	99	3309	1205	291	3	129	Water & Light attribute cards HP x1.5, ATK x2.	20	26	23	400	0	0	
329	Dark Ice Leviathan	黒氷星・リヴァイアサン	6	2	5	1	9	99	2709	1505	291	3	129	Water & Dark attribute cards HP x1.5, ATK x2.	20	29	23	400	0	0	
330	Red Wood Fafnir	紅樹星・ファフニール	6	3	1	1	2	99	2510	1462	361	5	138	Fire & Wood attribute cards HP x1.5, ATK x2. All attribute cards ATK x2.5 when reaching Wood & Fire combos.	20	29	23	400	0	0	
331	Blue Wood Fafnir	蒼樹星・ファフニール	6	3	2	1	3	99	3160	1362	231	5	138	Water & Wood attribute cards HP x1.5, ATK x2. All attribute cards ATK x2.5 when reaching Wood & Water combos.	20	26	23	400	0	0	
332	Shining Wood Fafnir	輝樹星・ファフニール	6	3	4	1	4	99	2810	1262	401	5	138	Wood & Light attribute cards HP x1.5, ATK x2. All attribute cards ATK x2.5 when reaching Wood & Light combos.	20	29	23	400	0	0	
333	Dark Wood Fafnir	黒樹星・ファフニール	6	3	5	1	9	99	2760	1512	251	5	138	Wood & Dark attribute cards HP x1.5, ATK x2. All attribute cards ATK x2.5 when reaching Wood & Dark combos.	20	26	23	400	0	0	
334	Red Shining Divinegon	紅光星・神龍	6	4	1	1	3	99	2927	1313	275	3	129	Fire & Light attribute cards HP x1.5, ATK x2.	20	29	22	400	0	0	
335	Blue Shining Divinegon	蒼光星・神龍	6	4	2	1	2	99	2477	1413	355	3	129	Water & Light attribute cards HP x1.5, ATK x2.	20	26	23	400	0	0	
336	Green Shining Divinegon	碧光星・神龍	6	4	3	1	6	99	2527	1313	395	3	129	Wood & Light attribute cards HP x1.5, ATK x2.	20	29	22	400	0	0	
337	Dark Shining Divinegon	黒光星・神龍	6	4	5	1	9	99	2627	1463	275	3	129	Light & Dark attribute cards HP x1.5, ATK x2.	20	26	23	400	0	0	
338	Blazing Dark Tiamat	紅闇星・ティアマット	6	5	1	1	3	99	3010	1404	198	3	129	Fire & Dark attribute cards HP x1.5, ATK x2.	20	26	23	400	0	0	
339	Flowing Dark Tiamat	蒼闇星・ティアマット	6	5	2	1	5	99	2510	1654	198	3	129	Water & Dark attribute cards HP x1.5, ATK x2.	20	29	22	400	0	0	
340	Wooden Dark Tiamat	碧闇星・ティアマット	6	5	3	1	9	99	2510	1554	258	3	129	Wood & Dark attribute cards HP x1.5, ATK x2.	20	26	23	400	0	0	
341	Lightning Dark Tiamat	輝闇星・ティアマット	6	5	4	1	4	99	2510	1254	438	3	129	Light & Dark attribute cards HP x1.5, ATK x2.	20	29	22	400	0	0	
342	ECO Salamander	ECO・サラマンダー	3	1	0	2	0	25	742	358	185	0	28	Fire attribute cards ATK x1.5, RCV x1.5.	6	0	0	100	0	0	
343	ECO Salamander Alma	ECO・サラマンダー・アルマ	4	1	0	2	0	70	1604	805	251	2	28	Fire attribute cards ATK x1.5, RCV x1.5.	12	11	7	150	0	0	
344	ECO Pepen	ECO・ペペン	3	2	0	2	0	25	707	339	208	0	28	Water attribute cards ATK x1.5, RCV x1.5.	6	0	0	100	0	0	
345	ECO Pepen Alma	ECO・ペペン・アルマ	4	2	0	2	0	70	1528	763	281	2	28	Water attribute cards ATK x1.5, RCV x1.5.	12	23	14	150	0	0	
346	ECO Shabo	ECO・シャボタン	3	3	0	2	0	25	723	333	216	0	28	Wood attribute cards ATK x1.5, RCV x1.5.	6	0	0	100	0	0	
347	ECO Shabo Alma	ECO・シャボタン・アルマ	4	3	0	2	0	70	1561	750	291	2	28	Wood attribute cards ATK x1.5, RCV x1.5.	12	11	7	150	0	0	
348	ECO Baby Tiny	ECO・ベイビータイニー	3	4	0	2	0	25	685	317	242	0	44	All attribute cards ATK x2 when HP is full.	6	20	8	100	0	0	
349	ECO Tiny	ECO・タイニー	4	4	0	2	0	70	1480	713	327	0	44	All attribute cards ATK x2 when HP is full.	12	20	8	150	0	0	
350	Formula	フォーミュラー	4	4	0	1	0	25	796	333	154	0	0	..	15	15	11	100	0	0	
351	Sacred Flame Dragon, Formula	炎聖騎龍・フォーミュラー	5	4	1	1	0	99	1911	1140	278	3	46	Fire & Light attribute cards HP x2.	20	15	11	400	0	0	
352	Shaitan	シャイターン	4	1	0	2	0	35	559	588	271	0	48	Fire attribute cards HP x2.5.	8	20	11	150	0	1	
353	Shaitan, the Flame Elemental	怒りと炎の精霊・シャイターン	5	1	0	2	9	99	1028	1270	416	5	48	Fire attribute cards HP x2.5.	16	20	11	300	0	1	
354	Undine	ウンディーネ	4	2	0	2	0	35	546	552	288	0	48	Water attribute cards HP x2.5.	8	20	11	150	0	1	
355	Undine, the Water Elemental	愛と水の精霊・ウンディーネ	5	2	0	2	0	99	1005	1193	439	5	48	Water attribute cards HP x2.5.	16	20	11	300	0	1	
356	Sylph	シルフ	4	3	0	2	0	35	536	567	277	0	48	Wood attribute cards HP x2.5.	8	20	11	150	0	1	
357	Sylph, the Wind Elemental	自由と風の精霊・シルフ	5	3	0	2	0	99	987	1224	424	5	48	Wood attribute cards HP x2.5.	16	20	11	300	0	1	
358	Genie	ジーニャ	4	4	0	2	0	35	523	559	294	0	48	Light attribute cards HP x2.5.	8	20	11	150	0	1	
359	Genie, the Light Elemental	富と光の精霊・ジーニャ	5	4	0	2	0	99	961	1207	448	5	48	Light attribute cards HP x2.5.	16	20	11	300	0	1	
360	Thanatos	タナトス	4	5	0	2	0	35	543	580	254	0	48	Dark attribute cards HP x2.5.	8	20	11	150	0	1	
361	Thanatos, the Dark Elemental	死と闇の精霊・タナトス	5	5	0	2	9	99	998	1253	394	5	48	Dark attribute cards HP x2.5.	16	20	11	300	0	1	
362	Odin	オーディン	5	3	0	6	0	50	2358	985	288	0	43	80% all damage reduction when HP is full.	25	17	9	400	0	1	
363	Awoken Odin	覚醒オーディン	6	3	4	6	2	99	4149	1203	518	5	43	80% all damage reduction when HP is full.	45	17	9	400	0	0	
364	Odin, the War Deity	秘神・オーディン	6	2	0	6	0	50	2432	1018	304	0	22	God type cards ATK x2.5.	30	17	12	400	0	1	
365	Awoken Deity Odin	覚醒秘神・オーディン	7	2	5	6	3	99	4531	1191	548	6	129	Water attribute & God type cards HP x1.5, ATK x2.5.	50	17	12	400	0	0	
368	Freyr	フレイ	5	1	0	6	0	50	1262	964	323	0	28	Fire attribute cards ATK x1.5, RCV x1.5.	20	17	9	400	0	1	
369	Freyr, the God of Victory	勝利の神・フレイ	6	1	1	6	0	99	2725	1302	437	4	28	Fire attribute cards ATK x2, RCV x2.	30	17	9	400	0	0	
370	Idunn&Idunna	イズン＆イズーナ	5	2	0	6	0	50	1207	912	384	0	28	Water attribute cards ATK x1.5, RCV x1.5.	20	17	9	400	0	1	
371	Idunn&Idunna, Twin Goddesses	双星の女神・イズン＆イズーナ	6	2	2	6	0	99	2615	1232	519	4	28	Water attribute cards ATK x2, RCV x2.	30	17	9	400	0	0	
372	Freyja	フレイヤ	5	3	0	6	0	50	1217	900	378	0	28	Wood attribute cards ATK x1.5, RCV x1.5.	20	17	9	400	0	1	
