min_cooldown	effect	name	max_cooldown	
10	Give 6 seconds to move orbs without triggering matches.	Time's Coiled Spring	15	
9	Change 2nd row from the bottom into Wood orbs. +1 combo count for 1 turn.	Time to meet your maker!	14	
13	100% damage reduction for 1 turn. Full bind recovery.	Tokei Koho	20	
5	Deal 30000 Wood damage to all enemies. Affected by enemy element and defense. Enhance Wood orbs. +6% per orb, up to +180% for full board.	Tornado Cannon	20	
7	Change left-most column into Wood orbs. Reduces cooldown of other skills by 1 turn.	Tornado Signal	12	
5	Change bottom-most row into Wood orbs.	Tree Spell	9	
5	Randomly spawn 3 Dark & Jammer orbs from non Dark & Jammer orbs. Increase skyfall chance of Jammer orbs by 20% for 1 turns.	Trembling Sky Roar	10	
15	50% damage reduction for 2 turns. Dragon & Machine type cards ATK x2 for 2 turns.	Triface	20	
3	Switch places with leader card. Use again to switch back.	Truce Negotiations	13	
15	Change all orbs to Fire orbs. Deal 200000 Fire damage to all enemies in exchange for reducing HP to 1. Affected by enemy element and defense.	True Ninja Art Fireworks	20	
7	Randomly spawn 4 Dark orbs from non Dark orbs. +1 combo count for 1 turn.	Trust in me...	12	
8	Change Fire orbs to Water orbs, Light orbs to Heart orbs. Change Jammer, Poison & Mortal Poison orbs to Wood orbs.	Turquoise Starchains	12	
18	Inflict damage equal to ATK x200 to 1 enemy. Affected by enemy element and defense.	Twin Pole Oni Flame Slash	28	
7	Change Water orbs to Light orbs, Fire orbs to Heart orbs. Change own attribute to Light for 2 turns.	Ulidian Light	12	
15	Reduces cooldown of other skills by 1 turn. Inflict Dark nuke damage equal to team Water ATK x10 to all enemies.	Ultimate Jecht Shot	25	
15	Reduce 30% of all enemies' HP. Ignore enemy element and defense.	Ultra Gravity	30	
9	Change Heart & Wood orbs to Fire orbs.	Ultra Heat Up	16	
7	Randomly spawn 6 Dark orbs from non Dark orbs. Bind recovery for 3 turns.	Unifying Magic Bullets	12	
11	Devil type cards ATK x4 for 1 turn. Inflict Dark damage equal to ATK x10 to all enemies in exchange for reducing HP to 1. Affected by enemy element and defense.	Unparalleled Destructive Strike	16	
6	Change Heart & Poison orbs to Wood orbs. Recover 3000 HP. Bind recovery for 3 turns.	Unwavering Faith	12	
7	Removes lock status on orbs. Change Dark orbs to Water orbs, Wood orbs to Fire orbs.	Unyielding Arrows	12	
8	Reduce 10% of all enemies' HP. Ignore enemy element and defense. Enhance Fire orbs. +6% per orb, up to +180% for full board.	Ur Fever!!	14	
6	All attribute cards RCV x2 for 2 turns. Bind recovery for 2 turns.	Vamos, Amigo!	6	
15	Inflict Water damage equal to ATK x200 to 1 enemy in exchange for reducing HP to 1. Affected by enemy element and defense. Change all orbs to Water orbs.	Vast Dawn	30	
5	Inflict Wood damage equal to ATK x20 to 1 enemy. Affected by enemy element and defense. 30% damage reduction for 1 turn.	Verdant Sea Dragon Broadside	18	
6	Inflict Water damage equal to ATK x50 to all enemies. Affected by enemy element and defense. Physical type cards ATK x1.2 for 6 turns.	Vik Enhance	16	
11	Bind recovery for 3 turns.Awoken Bind recovery for 3 turns. Change all orbs to Wood, Dark & Heart orbs.	Virtuous Compassion	15	
8	Delay 1 turn to all enemies. Dark attribute ATK x1.5 for 1 turn.	Virtuous Foundation	11	
13	+2 combo count for 1 turn. Change all orbs to Wood, Dark & Heart orbs.	Virtuous Prayer	18	
7	Counter 5x damage taken with Water for 1 turn. Reduces cooldown of other skills by 1 turn.	Vortex Counter	11	
8	Reduces cooldown of other skills by 1 turn. Reshuffle all orbs.	ボルメテウス・W・フレア	13	
10	Inflict Fire nuke damage equal to team Water ATK x10 to all enemies. Increases time limit of orb movement by 2 seconds for 1 turn.	Waaaaaaaah!	20	
8	Change Fire orbs to Light orbs, Water orbs to Heart orbs. Enhance Light orbs. +6% per orb, up to +180% for full board.	Wakizashi's Vow	13	
6	Increase skyfall chance of Water orbs by 15% for 3 turns. Randomly spawn 2 Water orbs from non Water orbs.	Water Awakening	15	
9	Reduces cooldown of other skills by 1 turn. Water attribute ATK x1.5 for 3 turns.	Water Enhancement	17	
5	Change Wood orbs to Water orbs.	Water Orb Change	9	
10	Avoid all Fire  damage for 3 turns. Enhance Water orbs. +6% per orb, up to +180% for full board.	Water Rapids Field	20	
8	Change Fire & Wood orbs to Water orbs.	Water Ring Jail	13	
6	Change Water & Jammer orbs to Wood orbs. Change Heart, Poison & Mortal Poison orbs to Water orbs.	Water&Wood Orbs Change	13	
15	Fire & Dark attribute cards ATK x2 for 1 turn. Reduces cooldown of other skills by 2 turns.	We have arrived!	20	
7	Increase skyfall chance of Wood & Light orbs by 10% for 5 turn. Reduces cooldown of other skills by 1 turn.	We'll destroy you and prove you wrong!	12	
9	Balanced type cards ATK x1.5 for 3 turns. Reduces cooldown of other skills by 1 turn.	Well, let's start	14	
6	30% damage reduction for 4 turns.	We must take measures now.	11	
10	Change all orbs to Fire, Light & Heart orbs. Increases time limit of orb movement by 150% for 2 turns.	We're friends, aren't we?	14	
5	Increase skyfall chance of Dark orbs by 15% for 2 turns. Randomly spawn 2 Dark orbs from non Dark orbs.	We're gonna settle this!	10	
8	Change all orbs to Fire, Water & Dark orbs.	Western Seven-Star Formation	14	
8	Change Wood orbs to Water orbs, Heart orbs to Dark orbs. Increase skyfall chance of Water orbs by 15% for 4 turns.	What am I supposed to do now?	13	
5	Give 7 seconds to move orbs without triggering matches.	What are you, stupid?	15	
6	Change Heart, Jammer, Poison & Mortal Poison orbs to Water orbs. Attacker type cards ATK x1.25 for 1 turn.	What Color is Your Blood?!	11	
4	Randomly spawn 2 Wood & Heart orbs from non Wood & Heart orbs.	What say we be friends!	14	
11	Change top-most row into Dark orbs. 50% damage reduction for 1 turn.	What would Rei Ayanami do?	16	
3	Removes lock status on orbs. Randomly spawn 2 Heart orbs from non Light & Heart orbs.	Where am I?	8	
5	Change Light orbs to Water orbs.	Whirlwind Scoop's Technique	10	
12	Randomly spawn 4 Dark orbs from non Dark orbs. Physical type cards ATK x2 for 1 turn.	Who wanna die come here!!	17	
5	All attacks become multi-target for 3 turns. Increases time limit of orb movement by 2 seconds for 1 turn.	Wild Cats	9	
6	All attacks become multi-target for 3 turns. Reduce enemies' defense by 50% for 3 turns. Effects carry forward on sweep.	Wild Cats X	10	
19	Ignores enemy damage absorb effects for 1 turn ( does not include combo shield, attribute absorb, and damage void ). Reduces cooldown of other skills by 1 turn.	Wild Wind	24	
5	Deal 1000 Wood damage to all enemies. Affected by enemy element and defense.	Wind Ball	10	
5	Inflict Wood damage equal to ATK x3 to all enemies. Affected by enemy element and defense.	Wind Breath	10	
5	Inflict Wood damage equal to ATK x3 to all enemies. Affected by enemy element and defense.	Wind Breath	10	
8	Change top-most row into Wood orbs. Reduces cooldown of other skills by 1 turn.	Wind Charge	13	
10	Inflict Wood damage equal to ATK x20 to all enemies. Affected by enemy element and defense. Recover 1000 HP.	Wind Seed Breath	20	
11	Change top-most row into Wood orbs. Deal 1000 damage to all enemies. Ignore enemy element and defense.	Wind Spiral	31	
6	Switch places with leader card. Use again to switch back.	Wisdom of the Ancients	23	
8	Randomly spawn 3 Fire & Heart orbs from non Fire & Heart orbs. +1 combo count for 1 turn.	Wisdom of the Flames	13	
10	Change all orbs to Fire, Wood & Light orbs. +1 combo count for 1 turn.	Wisdom of the Trees	15	
5	Randomly spawn 3 Dark orbs from non Dark orbs. Bind recovery for 2 turns.	With the Yang & Ying of Heaven and Earth I command you!	10	
10	Change Light orbs to Jammer orbs. Delay 1 turn to all enemies.	Won't you accept defeat!?	20	
6	Increase skyfall chance of Wood orbs by 15% for 3 turns. Randomly spawn 2 Wood orbs from non Wood orbs.	Wood Awakening	15	
5	Change Fire orbs to Wood orbs.	Wood Orb Change	9	
5	Give 5 seconds to move orbs without triggering matches.	World	15	
8	Enhance Fire, Water, Wood, Light, Dark & Heart orbs. +6% per orb. Increases time limit of orb movement by 5 seconds for 3 turns.	World of the Gleaming Moon	12	
15	Inflict Dark damage equal to ATK x300 to 1 enemy in exchange for reducing HP to 1. Affected by enemy element and defense. Randomly spawn 6 Dark orbs from non Dark orbs.	World's End	35	
20	Reduce 35% of all enemies' HP. Ignore enemy element and defense.	Wrath of God	35	
27	Reduce 35% of all enemies' HP. Ignore enemy element and defense. God type cards ATK x1.5 for 1 turn.	Wrath of God X	31	
22	Reduce 35% of all enemies' HP. Ignore enemy element and defense. Increases time limit of orb movement by 200% for 1 turn.	Wrath of Zeus	37	
10	Physical type cards ATK x1.5 for 1 turn. Randomly spawn 6 Light orbs from non Light orbs.	Yellow Season	15	
7	Reduce enemies' defense by 75% for 2 turns. Effects carry forward on sweep. Change Water orbs to Fire orbs, Heart orbs to Dark orbs.	Yomi Wave	12	
5	Change right-most column into Fire orbs. Enhance Fire orbs. +6% per orb.	You and your ambition burn to ashes!	10	
8	Wood attribute ATK x2.5 for 2 turns. Inflict Wood damage equal to ATK x10 to all enemies in exchange for reducing HP to 1. Affected by enemy element and defense.	...You are a fool.	13	
12	Reduce enemies' defense to 0 for 1 turn. Effects carry forward on sweep. Increases time limit of orb movement by 7 seconds for 1 turn.	You Are Already Dead	20	
12	Change Fire, Wood, Jammer, Poison & Mortal Poison orbs to Dark orbs. +1 combo count for 1 turn.	You either live or you die!	17	
10	Deal 99 damage to all enemies. Ignore enemy element and defense. Change Dark & Jammer orbs to Fire orbs.	You filthy punks!	15	
12	Change Water & Heart orbs to Fire orbs. +1 combo count for 2 turns.	You have not learned your lesson.	17	
6	Change Heart, Poison & Mortal Poison orbs to Light orbs. Increases time limit of orb movement by 150% for 2 turns.	You're a brave one	10	
6	Change Dark & Jammer orbs to Wood orbs. Recover 30% of max HP.	You really are a basket case	11	
9	Attacker type cards ATK x2.5 for 1 turn.	You're nothing more than a puppet!	19	
7	Inflict Poison damage equal to ATK x1 to all enemies every turn. Ignore enemy element and defense. Reduces time limit of orb movement to 50% for 1 turn.	You're out of moves...	17	
10	Randomly spawn 5 Fire orbs from non Fire orbs. All attacks become multi-target for 1 turn.	You stubborn fool...	20	
4	Bind recovery for 2 turns. Deal 99 damage to 1 enemy. Ignore enemy element and defense.	Youth Light	9	
6	Change Heart orbs to Dark orbs. Bind recovery for 1 turn.	Zone of Darkness	11	
4	Reduce enemies' defense by 25% for 1 turn. Effects carry forward on sweep. Inflict Fire damage equal to ATK x30 to 1 enemy. Affected by enemy element and defense.	一握りの火薬	8	
20	Full HP recovery.	仙豆	20	
11	Inflict Light damage equal to ATK x100 to 1 enemy. Affected by enemy element and defense. Change all orbs to Fire, Wood & Light & Heart orbs.	オレが会長の遺志を継ぐ	12	
13	Inflict damage equal to ATK x10 to 1 enemy. Affected by enemy element and defense. Healer type cards ATK x1.5 for 2 turns.	僕、ちょっと強いかも	18	
12	Avoid all Light  damage for 1 turn.	光吸収	22	
7	Wood attribute ATK x1.5 for 1 turn. Reduces cooldown of other skills by 1 turn.	タオパブの力	13	
20	75% damage reduction for 4 turns.	勝負は今!!ここで決める!!	25	
15	Reduce 25% of all enemies' HP. Ignore enemy element and defense.	北斗剛掌波デビ～！	15	
5	Recover 3000 HP. Bind recovery for 3 turns.	友との約束	9	
10	Change all orbs to Light, Heart & Jammer orbs. Inflict Poison damage equal to ATK x1 to all enemies every turn. Ignore enemy element and defense.	呪炎の毒牙	15	
5	Recover 20% of max HP.	回復薬	5	
8	35% damage reduction for 1 turn. Change 2nd row from the bottom into Fire orbs.	回転斬り	16	
7	Reduce enemies' defense by 75% for 2 turns. Effects carry forward on sweep. Reduces cooldown of other skills by 1 turn.	壱乃掌	11	
13	35% damage reduction for 1 turn. Dragon type cards ATK x1.5 for 1 turn.	変身	18	
8	Removes lock status on orbs. Change Dark orbs to Water orbs, Wood orbs to Heart orbs.	大竜巻	13	
12	Delay 3 turns to all enemies. Recover 4000 HP. Bind recovery for 3 turns.	尖聖剣	16	
7	Reduces cooldown of other skills by 1 turn. Change 2nd column from the left into Dark orbs.	尻尾たたき付け	12	
12	Inflict Poison damage equal to ATK x50 to all enemies every turn. Ignore enemy element and defense. Delay 2 turns to all enemies.	サマーソルト尻尾攻撃	17	
9	Dragon & Attacker type cards ATK x2 for 1 turn. Change 2nd column from the right into Fire orbs.	尻尾砥ぎ	14	
8	Change left-most column into Wood orbs and the right-most column into Light orbs. +1 combo count for 1 turn.	廬山百龍覇	12	
10	Deal 1000 damage to all enemies. Ignore enemy element and defense. Change all orbs to Fire, Water & Wood & Light & Dark orbs.	彗星	15	
19	Delay 4 turns to all enemies. Reduce 10% of all enemies' HP. Ignore enemy element and defense.	律する小指の鎖	23	
7	Inflict damage equal to ATK x80 to 1 enemy. Affected by enemy element and defense. Change Wood, Poison & Mortal Poison orbs to Water orbs.	必殺剣	13	
12	Change all orbs to Fire & Wood orbs.	お怒りニャ！	16	
7	Deal Dark damage to all enemies based on player's HP %. ATK x10 at 100% HP up to ATK x150 at 1 HP. Affected by enemy element and defense.	“怨”	11	
4	Randomly spawn 2 Dark orbs from non Dark orbs. Enhance Dark orbs. +6% per orb, up to +180% for full board.	悪魔龍の滅角	13	
6	Change Jammer orbs to Dark orbs.	ブラック戒律発動	16	
9	Deal 100000 damage to 1 enemy. Ignore enemy element and defense. Delay 1 turn to all enemies.	ジャジャン拳・グー	13	
10	Dragon & Devil type cards ATK x2.5 for 1 turn. Enhance Dark orbs. +6% per orb, up to +180% for full board.	ジワジワ攻めるニャ！	16	
7	35% damage reduction for 3 turns. Increases time limit of orb movement by 150% for 3 turns.	敬虔な祈り	22	
10	Deal 10000 damage to 1 enemy. Ignore enemy element and defense.	暗黒魔界の炎	20	
8	Deal 99 damage to all enemies. Ignore enemy element and defense. Randomly spawn 5 Dark orbs from non Dark orbs.	曲射	16	
18	Inflict Light damage equal to ATK x200 to 1 enemy. Affected by enemy element and defense.	最高の技	23	
6	Change Heart & Jammer orbs to Wood orbs. Bind recovery for 2 turns.	木星創世	10	
8	Inflict damage equal to ATK x30 to 1 enemy. Affected by enemy element and defense. Physical type cards ATK x2 for 1 turn.	桃色吐息	11	
11	Reduces cooldown of other skills by 1 turn. Change all orbs to Fire, Wood & Light & Dark & Heart orbs.	死神の円舞曲	15	
9	Delay 1 turn to all enemies. Deal 100000 damage to 1 enemy. Ignore enemy element and defense.	気円斬	13	
5	+1 combo count for 1 turn.	気刃斬り	13	
11	Deal 10000 damage to all enemies. Ignore enemy element and defense. Change all orbs to Fire, Wood & Dark orbs.	ダブル気功波	16	
9	Delay 2 turns to all enemies. Inflict Wood damage equal to ATK x80 to 1 enemy in exchange for reducing HP to 1. Affected by enemy element and defense.	気功砲	13	
10	Recover 50% of max HP. Bind recovery for 2 turns.	治癒能力	16	
10	All attribute cards RCV x3 for 6 turns. Increase skyfall chance of Heart orbs by 15% for 6 turns.	泡ブレス	15	
9	Physical & Dragon type cards ATK x2.5 for 1 turn. Inflict damage equal to ATK x100 to 1 enemy. Affected by enemy element and defense.	かめはめ波	15	
9	Avoid all Light  damage for 2 turns. Inflict damage equal to ATK x50 to 1 enemy. Affected by enemy element and defense.	どどん波	13	
999	Unknown - needs data update	湯けむり大解放	999	
11	Delay 2 turns to all enemies. Reduce 10% of all enemies' HP. Ignore enemy element and defense.	溜め攻撃	19	
14	ATK x1 + ( 0.5x for every Dragon Killer on the team ) for 2 turns.	溜め斬り	22	
13	Change all orbs to Light & Heart orbs. Recover 40% of max HP. Bind recovery for 4 turns.	溢れ出す知識	18	
9	Delay 2 turns to all enemies.	牽制するニャ！	13	
24	Enhance Fire, Water, Wood, Light, Dark & Heart orbs. +6% per orb. Deals damage equal to 25% of enemies' max HP.	狂暴走水蒸気爆発	29	
13	God type cards ATK x1.3 for 1 turn. Inflict Light damage equal to ATK x30 to all enemies. Affected by enemy element and defense.	王の一手	22	
4	All attacks become multi-target for 2 turns. Increases time limit of orb movement by 1 second for 2 turns.	理力パワー増大	8	
4	Activate a random skill. This includes: 密室遊魚, 蛇咬の舞, 念糸縫合, 携帯する他人の運命, 廻天, 神の左手悪魔の右手, 記憶を読み取る能力	盗賊の極意	8	
10	Change top-most row into Light orbs. Heal for 30% of max HP every turn for 3 turns.	私が賭けたのはここからだから	15	
7	Change all orbs to Fire, Wood & Jammer orbs.	突進	12	
4	Randomly spawn 2 Light orbs from non Light orbs. Enhance Light orbs. +6% per orb, up to +180% for full board.	精霊龍の煌牙	13	
5	Inflict Light damage equal to ATK x40 to 1 enemy. Affected by enemy element and defense. Enhance Light orbs. +6% per orb, up to +180% for full board.	素早い攻撃ニャ！	15	
999	Unknown - needs data update	絶景大花火	999	
10	Recover 25% of max HP. Change all orbs to Light, Dark & Heart orbs.	継界宿龍陣・闇光命	15	
10	Recover 25% of max HP. Change all orbs to Wood, Dark & Heart orbs.	継界宿龍陣・闇木命	15	
10	Recover 25% of max HP. Change all orbs to Water, Dark & Heart orbs.	継界宿龍陣・闇水命	15	
10	Recover 25% of max HP. Change all orbs to Fire, Dark & Heart orbs.	継界宿龍陣・闇火命	15	
10	Recover 25% of max HP. Change all orbs to Dark, Heart & Jammer orbs.	継界宿龍陣・闇魔命	15	
11	Change top-most row into Water orbs. Dragon type cards ATK x2 for 1 turn.	緑のドラゴンリキッド	21	
5	Inflict Fire damage equal to ATK x50 to all enemies. Affected by enemy element and defense. All attacks become multi-target for 5 turns.	繰気弾	9	
8	Change Light orbs to Wood orbs, Dark orbs to Heart orbs. Recover 30% of max HP.	聖樹の審判	12	
8	Change Light orbs to Water orbs, Dark orbs to Heart orbs. Recover 30% of max HP.	聖氷の審判	12	
8	Change Light orbs to Fire orbs, Dark orbs to Heart orbs. Recover 30% of max HP.	聖炎の審判	12	
7	Change Poison & Water orbs to Light orbs. Reduces cooldown of other skills by 1 turn.	聖霊光	12	
20	Inflict Wood damage equal to ATK x80 to 1 enemy in exchange for reducing HP to 1. Affected by enemy element and defense.	自爆	35	
6	Increase skyfall chance of Fire & Wood orbs by 10% for 3 turn. Randomly spawn 2 Fire & Wood orbs from non Fire & Wood orbs.	舞空術	11	
3	Change Wood orbs to Poison orbs. Reduce enemies' defense by 50% for 1 turn. Effects carry forward on sweep.	モルボル菌	11	
7	Change left-most column into Heart orbs.	お菓子光線	15	
9	Deal 10000 damage to all enemies. Ignore enemy element and defense. Delay 1 turn to all enemies.	落雷	13	
9	+1 combo count for 1 turn. Change top-most row into Light orbs.	落雷突進	14	
4	30% damage reduction for 2 turns.	薄っぺらな嘘	8	
10	Randomly spawn 5 Water orbs from non Water orbs. Dragon type cards ATK x2 for 1 turn.	赤のドラゴンリキッド	25	
9	Deal 150000 damage to 1 enemy. Ignore enemy element and defense. Delay 1 turn to all enemies.	超ベジットソード	14	
18	Inflict Fire damage equal to ATK x200 to 1 enemy. Affected by enemy element and defense. Devil type cards ATK x3 for 2 turns.	超悪魔の魔炎	22	
6	Inflict damage equal to ATK x100 to 1 enemy. Affected by enemy element and defense. Enhance Water & Light orbs. +6% per orb, up to +180% for full board.	超かめはめ波	13	
7	Inflict damage equal to ATK x80 to 1 enemy. Affected by enemy element and defense. Change Heart & Jammer orbs to Wood orbs.	超爆裂魔破	13	
9	Inflict damage equal to ATK x100 to 1 enemy. Affected by enemy element and defense. Enhance Wood & Dark orbs. +6% per orb, up to +180% for full board.	超級かめはめ波	15	
12	Inflict Wood damage equal to ATK x50 to 1 enemy, and drain 50% of the damage you dealt. Affected by enemy element and defense. Change all orbs to Water, Wood & Heart orbs.	超遠距離撃破パワー砲	16	
9	Randomly spawn 3 Water, Wood & Dark orbs from non Water, Wood & Dark orbs. Delay 1 turn to all enemies.	踏みならし	14	
10	Recover 832 HP.	ファミ通Appの声援	10	
12	Deal 832 damage to all enemies. Ignore enemy element and defense.	ファミ通 App の大激怒	12	
3	Deal 832 Light damage to all enemies. Affected by enemy element and defense.	ファミ通 App の怒り	3	
10	Recover 3000 HP. Bind recovery for 3 turns.	ファミ通Appの祝福	10	
999	Unknown - needs data update	ファミ通の天眼	999	
13	+2 combo count for 1 turn. Reduces cooldown of other skills by 2 turns.	降り立つ狂気	18	
13	Removes lock status on orbs. 100% damage reduction for 1 turn.	障害除去の知恵	17	
10	Delay 2 turns to all enemies. Increase skyfall chance of Light orbs by 15% for 2 turns.	電気ブレス	15	
10	Change left-most column into Water orbs. Dragon type cards ATK x2 for 1 turn.	青のドラゴンリキッド	20	
11	Change all orbs to Fire, Water & Light & Heart orbs. +1 combo count for 1 turn.	音なき不意打ちニャ！	15	
11	+1 combo count for 3 turns.	鬼人化	19	
8	Change bottom-most row into Dark orbs. Reduces cooldown of other skills by 1 turn.	魔弾ロマノフ・ストライク	13	
18	Inflict Dark damage equal to ATK x200 to 1 enemy. Affected by enemy element and defense.	魔貫光殺砲	22	
